entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
26390745,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,0.0,7176.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,40079.0,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,0.0,-8474.0,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,-2999.0,-431829.0,Ãrsrapport,26728.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,2600.0,188565.0,161837.0,Faaborg,2016-07-01,2017-06-30,-298594.0,-291418.0,-48553.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,7176.0,0.0,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,,
26390745,2016-07-01,2017-06-30,c177,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,,
26390745,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,-401994.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,,
26390745,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,1645921.0,20618.0,125000.0,0.0,1554829.0,1645921.0,91092.0,1625303.0,88238.0,0.0,103400.0,1326429.0,0.0,1625303.0,91092.0,2854.0,0.0,0.0,,
26390745,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,125000.0,,,,,,,,,,,,,,,
26390745,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,1326430.0,,,,,,,,,,,,,,,
26390745,2017-07-01,2017-07-01,c257,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,103400.0,,,,,,,,,,,,,,,
26390745,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,-3620.0,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,7264.0,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,26985.0,-50965.0,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,0.0,0.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,11385.0,1358.0,74081.0,74081.0,Faaborg,2016-07-01,2017-06-30,-8871.0,-12491.0,-85214.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,-3620.0,15600.0,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
26390745,2017-07-01,2018-06-30,c176,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,,
26390745,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzJmL2NiL2QzLzViMGQtNDRjYi05MmQ2LTgyNWYzMWQ2NWYwYQ.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2M4LzAyL2M5LzdlZDAtNDc0Ni1iOTllLThiNjQ4MWUwMjQzYQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i EVK INVENTION ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-14,2001-12-14,2018-11-14,,Statsautoriseret revisor,-103400.0,ek@evkinvention.dk,,,20222670.0,26390745.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EVK INVENTION ApS.,,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind Viggo Kristensen,EVK INVENTION ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,2016-07-01,2017-06-30,-114671.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2018-06-30,2017-07-01,false,2018-11-14,Kolding,,,urn:ofk:oid:26303105,indberetninger-20180424,2.5097342,26390745.0,AWcS9f1j5OzuYdPkGPEb,2018-11-14T16:02:55.933Z,2018-11-14T16:02:48.818Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DM-72-YM,2018-11-14T16:02:48.960Z,,,,,,,,,,,,,,,,,,,,
