entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,DevelopmentProjectsInProgress,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33884885,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,67176.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,67177.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,62910.0,1359139.0,1541903.0,22627.0,8104.0,105331.0,119854.0,38154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,1360867.0,153968.0,80000.0,905459.0,42625.0,122626.0,84000.0,-39463.0,14920.0,84000.0,21100.0,233862.0,1360867.0,1400330.0,122626.0,455408.0,1088879.0,182370.0,248782.0,21100.0,-119463.0,1400330.0,263201.0,0.0,730391.0,194610.0,261536.0,48250.0,49250.0,
33884885,2018-01-01,2018-01-01,ID_10,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,119463.0,,,,,,,,,,,,,,,,,,,,,,
33884885,2018-01-01,2018-01-01,ID_9,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,-80000.0,,,,,,,,,,,,,,,,,,,,,,
33884885,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,-407316.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,80938.0,1251794.0,819561.0,23718.0,0.0,-536889.0,-513171.0,-129573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,-407316.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884885,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Q3LzUxLzllL2Q4MTMtNDdkNC05Nzg4LWQxNzI0ODQ5OWE2MA.pdf,http://regnskaber.virk.dk/58848833/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzJiLzE1LzZhL2VhOTEtNGEzNi1hYWZlLTFkNmM5ZmQ1NmU3Yw.xml,true,"NÃ¦stved, 4700","Eskadronsvej 4, st.",Til den daglige ledelse i Gujar Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-07,2019-03-07,2011-09-13,2019-07-03,mail@restaurantkardemomme.dk,www.restaurantkardemomme.dk,14327746.0,33884885.0,14327746.0,mne2995,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Gujar Invest ApS.,Ãrsrapport,Bjarne  JÃ¸rgensen,Momoona Ashraf,"BJ Regnskab, registreret revisor",Sydbank,Gujar Invest ApS,"BJ Regnskab, registreret revisor",Lyngby,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-07,NÃ¦stved,70201048.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27648117,indberetninger-20180424,2.5122902000000003,33884885.0,AWu4BeiHIXJRhhXBLrYJ,2019-07-03T13:28:57.661Z,2019-07-03T13:28:42.844Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BS-71-GS,2019-07-03T13:28:42.988Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
