entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
33037139,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,2650180.0,Regnskabsklasse B,2018-04-11,2018-04-11,36078.0,info@pilsmark.dk,3003865.0,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,62.0,Odense,2016-01-01,2016-12-31,247269.0,317669.0,317607.0,2017-12-31,2017-01-01,false,false,70400.0,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,100000.0,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2016-01-01,2016-12-31,c9,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,147269.0,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2016-12-31,2016-12-31,c11,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,2173522.0,738541.0,80000.0,1854337.0,109285.0,1099969.0,114438.0,972576.0,2173522.0,1073553.0,109285.0,319185.0,810933.0,95462.0,209900.0,100000.0,972576.0,919969.0,1073553.0,143220.0,56487.0,262620.0,86733.0,,
33037139,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,
33037139,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,919969.0,,,,,,,,,,,,,,,,,,,
33037139,2017-01-01,2017-01-01,c14,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,100000.0,,,,,,,,,,,,,,,,,,,
33037139,2017-01-01,2017-01-01,c15,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,1099969.0,,,,,,,,,,,,,,,,,,,
33037139,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,2718953.0,Regnskabsklasse B,2018-04-11,2018-04-11,45830.0,info@pilsmark.dk,3253097.0,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,34.0,Odense,2016-01-01,2016-12-31,380372.0,488348.0,488314.0,2017-12-31,2017-01-01,false,false,107976.0,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,,,,,,,,,,,,,,,,,,,100000.0,
33037139,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzc1LzAyL2U3LzczMDktNGRhNy1hYjRmLWY0NzQ0NWE5ZDNkOA.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U5LzBmLzIxLzQ4YjgtNDRiYy1hZDU2LTQyMTRiZTY4NTJiZg.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzhlLzNiLzE0L2I1OWEtNDUyNC05MTlkLTA4MDNmOTJiOTBmZA.xml,true,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2018-04-11,2018-04-11,,info@pilsmark.dk,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,Rise FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,Odense,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,61691035.0,false,false,Ingen bistand,urn:ofk:oid:25307290,indberetninger-20180424,2.5955422,33037139.0,AWLNGxVbx8uVRSOdfuNJ,2018-04-16T06:19:12.089Z,2018-04-16T06:18:43.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-31-LH,2018-04-16T06:18:43.407Z,,,,,,,,,,,,,,,,,,,,,,,,,
