entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
33037139,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,-2738365.0,Regnskabsklasse B,2016-03-16,2016-03-16,-45151.0,3034905.0,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,-25.0,30000.0,Odense,2014-01-01,2014-12-31,183195.0,251364.0,251389.0,2015-12-31,2015-01-01,68169.0,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,85000.0,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,98195.0,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2014-12-31,2014-12-31,c11,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,1824909.0,663464.0,80000.0,1626672.0,103011.0,613723.0,47090.0,830137.0,1824909.0,1211186.0,103011.0,198237.0,849224.0,48136.0,95226.0,85000.0,830137.0,448723.0,1211186.0,133071.0,9590.0,29527.0,352372.0,73544.0,
33037139,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,-2946178.0,Regnskabsklasse B,2016-03-16,2016-03-16,-48283.0,3545640.0,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,-262.0,30000.0,Odense,2014-01-01,2014-12-31,418977.0,550917.0,551179.0,2015-12-31,2015-01-01,131940.0,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
33037139,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,Martin Meldgaard Pilsmark
33037139,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Holmbech
33037139,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,Jan Pilsmark
33037139,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzdmLzNjLzVjL2M3YTYtNDg1NS04YzU2LWU2ZDkwZTg3ODA4NQ.xhtml,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQ4LzdjLzk1L2MwYTMtNGExMC05YTAwLTMxMDc5MzU1MjM3YQ.pdf,http://regnskaber.virk.dk/93173033/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzlhLzRmL2Q3LzI1YzctNGYzOC05Njk4LWEyOWUyZDExNDc4OA.xml,Danmark,DK,Glamsbjerg,5620.0,13.0,Kirkebjergvej,Odense N,5270.0,27.0,BakkeskrÃ¥ningen,5220 Odense SÃ,VÃ¦bnerhatten 195,,Regnskabsklasse B,2016-03-16,2016-03-16,,,33037139.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Holmbech,Martin Meldgaard Pilsmark,FlemlÃ¸se Sparekasse,PILSMARK ApS,Kenneth Holmbech,,30000.0,Odense,2014-01-01,2014-12-31,95000.0,,,2015-12-31,2015-01-01,,false,Ingen bistand,urn:ofk:oid:22129858,indberetninger-20180424,2.595548,33037139.0,,2018-03-29T06:08:19.499Z,2016-03-18T19:42:43.311Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-04-TZ,2016-03-18T19:42:43.495Z,,,,,,,,,,,,,,,,,,,,,,,,,
