entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DeferredIncomeAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
31419964,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,2857.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",294281.0,331502.0,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,3669.0,Charlottenlund,2014-01-01,2014-12-31,24513.0,30695.0,34364.0,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,6182.0,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,,,,,,,,,,,,,,,,,,,
31419964,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,24513.0,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,,,,,,,,,,,,,,,,,,,
31419964,2014-12-31,2014-12-31,c7,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,184232.0,51989.0,26510.0,125000.0,164232.0,27170.0,61234.0,20000.0,30000.0,184232.0,122998.0,30000.0,20000.0,79489.0,20000.0,0.0,0.0,-63766.0,122998.0,35686.0,82243.0,7823.0,28563.0,,
31419964,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,
31419964,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,61234.0,,,,,,,,,,,,,,,,,,
31419964,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,125000.0,,,,,,,,,,,,,,,,,,
31419964,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,-63766.0,,,,,,,,,,,,,,,,,,
31419964,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",334942.0,465122.0,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,11073.0,Charlottenlund,2014-01-01,2014-12-31,91497.0,119107.0,130180.0,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,27610.0,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,,,,,,,,,,,,,,,,,,,
31419964,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,,,,,,,,,,,,,,,,,,32147437.0,REVISIONSFIRMAET KENNETH BIRKELUND - REGISTRERET REVISIONSANPARTSSELSKAB
31419964,2015-01-01,2015-12-31,c12,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYxLzhhLzZjLzdjNzQtNGY1ZS05ZTVkLWQzM2Y4NzIxYWI1Nw.xhtml,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwLzZjLzZiL2Q2YjItNDJjMC1iYTcyLTgyYjdkOTFhMjMyYw.pdf,http://regnskaber.virk.dk/46991413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzEwLzJmLzUzLzMzMTEtNGIwMS1iMjg1LTZkMGQzYzFiOTNkNQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Kgs.Lyngby,2800.0,113.0,Christoffers Alle,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Laubyg ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-06,2016-05-23,0.0,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive tÃ¸mrer- og snedkervirksomhed, virksomhed under hovedentrepriser og hermed beslÃ¦gtet virksomhed, samt at drive virksomhed med kÃ¸b og salg af ejendomme og udlejning af fast ejendom.</p>",,,31419964.0,1015254161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Michael Hald,Michael Hald,LAUBYG ApS,Kenneth Birkelund,,Charlottenlund,2014-01-01,2014-12-31,91497.0,,,2015-12-31,2015-01-01,false,false,2016-05-06,DragÃ¸r,,23232353.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22424685,indberetninger-20180424,2.59279,31419964.0,,2018-03-29T01:19:59.740Z,2016-05-24T10:28:33.784Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-41-CE,2016-05-24T10:28:33.949Z,,,,,,,,,,,,,,,,,,,,,,,,,
