entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
15406402,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,358960.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,121040.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,39040.0,0.0,126780.0,3971.0,80490.0,164259.0,87740.0,43219.0,,,,,,,,,,,,,,,,,,,,,
15406402,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,-480000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,5532910.0,125780.0,200000.0,144372.0,5392208.0,1067713.0,5532910.0,17383.0,4320825.0,5388538.0,4320825.0,17383.0,1067713.0,480000.0,123319.0,123319.0,4712208.0,17383.0,18592.0,18592.0,
15406402,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,95780.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,39040.0,100000.0,150228.0,2046.0,126227.0,135369.0,11188.0,39589.0,,,,,,,,,,,,,,,,,,,,,
15406402,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Chr. Norn
15406402,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,-480000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzE2LzhmL2ZjLzhjODItNGRmOS1iOWMzLWYwYmJkZDc2NzhiYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzA4LzY5LzdkL2RmNzktNDhiMy1iOWUzLTIzZmZkNDBmZGExMA.xml,true,"Toftlund, 6520",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-03-31,2017-03-31,2017-03-31,34731764.0,15406402.0,34731764.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for H. C. Norn Holding ApS.,Ãrsrapport,Hans Christian Norn,"ViaCount ApS,",H. C. Norn Holding ApS,"ViaCount ApS,, Registreret Revisionsselskab",Over Jerstal,2015-01-01,2015-12-31,384220.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2016-12-31,2016-01-01,false,2017-03-31,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23686830,indberetninger-20180424,2.5124211,15406402.0,,2018-03-27T10:41:51.126Z,2017-04-04T11:46:07.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-72-MZ,2017-04-04T11:46:08.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
