entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
15406402,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,480000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,-361205.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,118795.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,39040.0,100000.0,146903.0,40.0,141595.0,149418.0,7863.0,30623.0,,,,,,,,,,,,,,,,,,,,,,
15406402,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,4901666.0,161472.0,200000.0,186169.0,4631819.0,989633.0,4901666.0,131211.0,3725864.0,4715497.0,3725864.0,131211.0,989633.0,480000.0,138636.0,138636.0,3951819.0,131211.0,24697.0,12687.0,0.0,
15406402,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,-102127.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,39040.0,100000.0,144977.0,133170.0,0.0,-127233.0,5937.0,-25106.0,,,,,,,,,,,,,,,,,,,,,,
15406402,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,-582127.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406402,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzliLzhmLzFiLzRmMGYtNDFiMi04MDcwLWNlMmYwMTJkZDYwYg.pdf,http://regnskaber.virk.dk/20460451/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzUwLzk2LzI0L2E4OGQtNGRjMC1iZjQ5LTM3MDc2NTQwZjhhZQ.xml,true,"6520, Toftlund",SÃ¸ndergade 58A,Til den daglige ledelse i H. C. Norn Holding ApS,1.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-03-13,29142807.0,15406402.0,29142807.0,mne998,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for H. C. Norn Holding ApS.,Ãrsrapport,Carsten Duus Nissen,H. C. Norn,TÃ¸nder Revision,Sydbank A/S,H. C. Norn Holding ApS,"TÃ¸nder Revision, registreret revisionsaktieselskab",Over Jerstal,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-03-13,Toftlund,74547847.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26819040,indberetninger-20180424,2.5097342,15406402.0,AWl2pL09RYGX6_YTF06k,2019-03-13T10:42:33.329Z,2019-03-13T10:41:41.004Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-95-YT,2019-03-13T10:41:41.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Chr. Norn
