entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables
25879414,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,206878.0,-206878.0,25879414.0,146260.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,138844.0,6924406.0,2017-05-01,2018-04-30,6742188.0,6724944.0,-206878.0,2019-04-30,2018-05-01,false,-17244.0,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2017-05-01,2018-04-30,c3,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,345000.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2017-05-01,2018-04-30,c5,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,0.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2017-05-01,2018-04-30,c7,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,6397188.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2018-04-30,2018-04-30,c9,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,18754024.0,9631901.0,135000.0,13126096.0,18640883.0,18754024.0,113141.0,5627928.0,5627928.0,5627928.0,1225998.0,150.0,500000.0,345000.0,18160883.0,1225998.0,113141.0,65000.0,2268197.0,1768197.0,47991.0,0.0
25879414,2018-05-01,2019-04-30,c0,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,1553.0,-1553.0,25879414.0,122942.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,84173.0,115520.0,2017-05-01,2018-04-30,146180.0,152736.0,-1553.0,2019-04-30,2018-05-01,false,6556.0,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2018-05-01,2019-04-30,c2,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,684932.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2018-05-01,2019-04-30,c4,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,0.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2018-05-01,2019-04-30,c6,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,-538752.0,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,,,,,,,,,,,,,,,,,,,,,,
25879414,2019-04-30,2019-04-30,c8,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2FlLzdkL2ZkLzMwMTAtNGJkZC04NjU4LTZkN2U5NTgwNDdiMA.xhtml,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzQ4LzI3LzdkL2ZmOTUtNDE0MS1iNmZlLWRiMWVkMTY1MDI0ZQ.pdf,http://regnskaber.virk.dk/41497852/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzFkL2QxL2MxL2U0ODctNDEwOS04MmM4LWFlYjgxMmM2MWQ3Yw.xml,true,Rungsted Kyst,2960.0,1.0,Gormsvej,2960.0,Gormsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,,,25879414.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Louring,FLO Holding 2001 ApS,Finn Louring,,,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,45860978.0,false,true,Ingen bistand,urn:ofk:oid:27801491,indberetninger-20180424,2.5955422,25879414,AW0Lnak-IXJRhhXBNcLB,2019-09-07T12:05:57.834Z,2019-09-07T12:05:43.954Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CT-21-WE,2019-09-07T12:05:44.308Z,15981806.0,8883595.0,135000.0,10230936.0,15910557.0,15981806.0,71249.0,5750870.0,5750870.0,5750870.0,1174052.0,150.0,0.0,684932.0,15090625.0,1174052.0,71249.0,71099.0,173289.0,58357.0,0.0,114932.0
