entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
33639864,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,3403.0,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,95141.0,33639864.0,98544.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,235200.0,2017-01-01,2017-12-31,337758.0,330341.0,95141.0,2018-12-31,2018-01-01,false,-7417.0,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,200000.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,98544.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,39214.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,794566.0,289671.0,80000.0,489671.0,591566.0,794566.0,203000.0,304895.0,304895.0,304895.0,3000.0,50000.0,200000.0,-200000.0,552895.0,158671.0,203000.0,200000.0,150000.0,0.0
33639864,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,7577.0,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,-31432.0,33639864.0,-23855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,160000.0,2017-01-01,2017-12-31,128568.0,128568.0,-31432.0,2018-12-31,2018-01-01,false,0.0,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,54000.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,-23855.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,98423.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,,,,,,,,,,,,,,,,,,,,
33639864,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2FhLzIxLzY0LzgzZjMtNDIyOS1iZTljLTAwNGNlODFlMTY1Zg.xhtml,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzEwLzY2L2NmLzU4Y2MtNDhkOS04Y2E1LWM1ZDRiNzRhYjkxMw.pdf,http://regnskaber.virk.dk/46893633/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM3L2YyL2U1Lzk4MzYtNGQxMi1iOTI2LTE2ZGQ5ZjkxYWIzNw.xml,true,Odense S,5260.0,2.0,Kildebakken,5000.0,Solsikkevej 17A,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,,33639864.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Per Jessen,PER JESSEN HOLDING ApS,Keld Rasmussen,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27342614,indberetninger-20180424,2.5949402000000004,33639864.0,AWsOPaR0RYGX6_YTIRCp,2019-05-31T14:14:53.043Z,2019-05-31T14:14:08.822Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-78-HM,2019-05-31T14:14:09.008Z,723133.0,82093.0,80000.0,442093.0,666133.0,723133.0,57000.0,281040.0,281040.0,281040.0,3000.0,210000.0,54000.0,-54000.0,529040.0,111093.0,57000.0,360000.0,150000.0,0.0
