entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
28514603,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,87217.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",174903.0,338370.0,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,2625.0,Ãrhus,2015-01-01,2015-12-31,51268.0,73624.0,76249.0,2016-12-31,2016-01-01,false,false,22356.0,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,,,,,,,,,,,,,,,,,
28514603,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,51268.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,,,,,,,,,,,,,,,,,
28514603,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,485392.0,73691.0,125000.0,310727.0,77010.0,58667.0,34863.0,84948.0,31050.0,485392.0,450530.0,58667.0,174665.0,391199.0,10291.0,115998.0,-102787.0,12650.0,0.0,450530.0,237036.0,59331.0,149735.0
28514603,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,34863.0,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,125000.0,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,12650.0,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,-102787.0,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,79162.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",488456.0,347985.0,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,9944.0,Ãrhus,2015-01-01,2015-12-31,-180778.0,-229577.0,-219633.0,2016-12-31,2016-01-01,false,false,-48799.0,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,,,,,,,,,,,,,,,,,
28514603,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzhmLzBlL2ViLzUyMmUtNDI0Yy1hY2NjLTU5Y2I2MGYwZGMzNQ.xhtml,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNhLzA3L2VjL2I0ZWMtNDgyMi05YWVjLTVmYjdhYTRlOWJjZQ.pdf,http://regnskaber.virk.dk/30641582/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzY4Lzg1L2JkL2IxYWMtNDNlYy04ZWNjLTc0NzI0ZDBjODE4ZQ.xml,true,Risskov,8240.0,31.0,Sindalsvej,8200 Aarhus N,Bergensgade 4,Regnskabsklasse B,2017-06-10,2017-06-11,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for engagement med selskabets bankforbindelse er tinglyst virksomhedspant pÃ¥ TDKK 75 med pant i produktionsanlÃ¦g og maskiner og goodwill.</p>",,,28514603.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Bech Kristensen,Torben Bech Kristensen,"TORBEN, TORBEN OG KÃTER ApS",Torben Bech Kristensen,,Ãrhus,2015-01-01,2015-12-31,-12650.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24195158,indberetninger-20180424,2.5948195,28514603.0,,2018-03-29T10:00:25.198Z,2017-06-13T16:37:06.154Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-48-UL,2017-06-13T16:37:06.524Z,,,,,,,,,,,,,,,,,,,,,,,
