entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,ReserveForNetRevaluationOfInvestmentAssets,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29935807,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,253152.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,431129.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,59698.0,165988.0,407624.0,75182.0,438732.0,106290.0,7603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,177977.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,4828406.0,25866.0,126000.0,179812.0,1622476.0,3780616.0,4828406.0,2889713.0,867978.0,867978.0,1683373.0,1683373.0,4648594.0,25286.0,3780616.0,316217.0,316217.0,177977.0,764435.0,554064.0,0.0,1206340.0,167000.0,998183.0,153946.0,153946.0,0.0,15871.0,
29935807,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,-180739.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,35648.0,204365.0,-258509.0,69010.0,-158802.0,168717.0,21937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,-2762.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935807,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank  Lyngholm
29935807,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdkL2EzLzJhL2Y2YzQtNDIwZC1iMjZjLTQ0ZGRlMGMxZmMyNg.pdf,http://regnskaber.virk.dk/70853992/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzQzLzMxLzQ3ZGUtNDUyMS1iODk0LTA1ZThmNWViOTczNQ.xml,true,"8240, Risskov",Brunbjergvej 3,Til kapitalejerne i JFC Ejendomsinvest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2019-06-13,fl@vc-esbjerg.dk,31574994.0,29935807.0,31574994.0,mne28824,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for JFC Ejendomsinvest ApS.,Ãrsrapport,Tonny LÃ¸bner,Frank Lyngholm,Risskov Revision,JFC Ejendomsinvest ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-28,Risskov,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27495501,indberetninger-20180424,2.5097454,29935807.0,AWtSatBWGQc-fA3G3I5q,2019-06-13T19:57:50.433Z,2019-06-13T19:57:39.788Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-84-DV,2019-06-13T19:57:40.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
