entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,OpinionOnAuditedFinancialStatements,NameAndSurnameOfMemberOfSupervisoryBoard
36717912,2016-05-01,2016-05-01,c720,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,125000.0,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2016-05-01,2016-05-01,c741,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,411357.0,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2016-05-01,2017-04-30,c123,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,-21589.0,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2016-05-01,2017-04-30,c3,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,-21589.0,16931.0,-4603.0,64603.0,55.0,-21589.0,-21534.0,60000.0,,,,,,,,,,,,,,,,,
36717912,2016-05-01,2017-04-30,c742,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,-21589.0,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2017-04-30,2017-04-30,c4,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,514768.0,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,760072.0,66403.0,125000.0,66403.0,20000.0,673669.0,760072.0,245304.0,693669.0,245304.0,693669.0,389768.0,245304.0,,,,
36717912,2017-04-30,2017-04-30,c722,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,125000.0,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2017-04-30,2017-04-30,c743,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,389768.0,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,,,,
36717912,2017-05-01,2017-05-01,c145,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,95812.0,769481.0,,
36717912,2017-05-01,2017-05-01,c160,,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzcwLzIxL2M5LzgxODktNDlhYy1hMWJiLTA5NzkxNTZmNGI2Yw.pdf,http://regnskaber.virk.dk/21971763/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2MyLzI1Lzk0LzM5MmQtNDA4Mi1iMjU3LTYyYjc4MzdhMDlmNA.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Haderslev,6100.0,HÃ¸rslev-Petersen,c/o Kim,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-01,2018-08-01,2018-08-23,statsautoriseret revisor,,15807776.0,36717912.0,15807776.0,mne27779,"Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017/18 for DECEM ApS, Viborg.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,JÃ¸rgen Krongaard Christensen,Kim HÃ¸rslev-Petersen,"Partner Revision, statsautoriseret revisionsaktieselskab","DECEM ApS, Viborg","Partner Revision, statsautoriseret revisionsaktieselskab",Haderslev,2016-05-01,2017-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-04-30,2017-05-01,2018-08-01,Skjern,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 23. august 2018 beslutning om, at Ã¥rsregnskabet for 2018/19 og fremover ikke skal revideres. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.",97 35 18 11,20  23 65 20,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26097685,indberetninger-20180424,2.5097535,36717912.0,AWXCNSLM5OzuYdPkEno7,2018-09-10T06:40:31.601Z,2018-09-10T06:39:43.408Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AW-56-JY,2018-09-10T06:39:43.530Z,,,,,,,,,,,,,,,,,,,,,,22510.0,42510.0,,
