entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,OpinionOnAuditedFinancialStatements
17514601,2016-05-01,2017-04-30,c109,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,2667000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2016-05-01,2017-04-30,c123,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,-1506000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2016-05-01,2017-04-30,c3,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,1162000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,-105000.0,55000.0,1694000.0,1534000.0,-105000.0,372000.0,,,,,,,,,,,,,,,,,
17514601,2017-04-30,2017-04-30,c4,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,15027000.0,14000.0,200000.0,15027000.0,12153000.0,15027000.0,2874000.0,14803000.0,1378000.0,2667000.0,9286000.0,14803000.0,2874000.0,1496000.0,210000.0,210000.0,
17514601,2017-05-01,2018-04-30,c1,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,165099.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,-97432.0,91185.0,401632.0,213015.0,-97432.0,47916.0,,,,,,,,,,,,,,,,,"Vi har revideret Ã¥rsregnskabet for Gormsen II Investeringsanpartsselskab for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven."
17514601,2017-05-01,2018-04-30,c108,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,2667000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2017-05-01,2018-04-30,c122,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,-2501899.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2017-05-01,2018-04-30,c71,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2017-05-01,2018-04-30,c88,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,,,,,,,,,,,,,,,,,
17514601,2018-04-30,2018-04-30,c6,,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2ZhLzA2LzlmLzNhY2UtNDAyNi1hZmYwLWVkOTM5MWI1OGQ0OA.pdf,http://regnskaber.virk.dk/10641571/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBlLzlkLzgwLzYzODItNDE1Zi04MWY3LWY0ZDg1Y2RjNTNjYg.xml,Danmark,Aabenraa,6200.0,3.0,NÃ¸rreport,Roskilde,4000.0,7.0,Elleorevej,"6200, Aabenraa","NÃ¸rreport, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-09-21,2018-09-21,1993-12-29,2018-09-26,Statsaut. revisor,Bruttotab indeholder eksterne omkostninger.  Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,17514601.0,18061635.0,mne32180,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Gormsen II Investeringsanpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Christian GiÃ¸rtz,Preben SÃ¸rensen,Preben Johan SÃ¸rensen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Gormsen II Investeringsanpartsselskab,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Roskilde,2016-05-01,2017-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,2018-09-21,Aabenraa,RevisionspÃ¥tegning,urn:ofk:oid:26147290,indberetninger-20180424,2.5117178,17514601.0,AWYZ-Rln5OzuYdPkEwmU,2018-09-27T07:41:31.201Z,2018-09-27T07:40:43.239Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-29-VZ,2018-09-27T07:40:43.429Z,,,,,,,13948849.0,82098.0,200000.0,13948849.0,9650800.0,13948849.0,4298049.0,13866751.0,2496104.0,2667000.0,6783800.0,13866751.0,4298049.0,1801945.0,0.0,0.0,
