entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfAdministrativeExpenses,DisclosureOfOtherFinanceIncome,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
30572335,2017-05-01,2018-04-30,c2,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,450.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,10515.0,Kerteminde,2017-05-01,2018-04-30,10065.0,10065.0,-450.0,2019-04-30,2018-05-01,false,0.0,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,,,,,
30572335,2017-05-01,2018-04-30,c4,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,10065.0,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,,,,,
30572335,2018-04-30,2018-04-30,c6,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,391551.0,118157.0,89929.0,391551.0,391551.0,391551.0,301622.0,273394.0,273394.0
30572335,2018-05-01,2018-05-01,c10,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,391551.0,,,,
30572335,2018-05-01,2018-05-01,c7,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,89929.0,,,,
30572335,2018-05-01,2018-05-01,c8,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,301622.0,,,,
30572335,2018-05-01,2018-05-01,c9,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,0.0,,,,
30572335,2018-05-01,2019-04-30,c0,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,450.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,10936.0,Kerteminde,2017-05-01,2018-04-30,10486.0,10486.0,-450.0,2019-04-30,2018-05-01,false,0.0,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,,,,,
30572335,2018-05-01,2019-04-30,c1,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,,,,,
30572335,2018-05-01,2019-04-30,c11,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVmLzA5L2I0LzQzYTktNDFmMS1iZTQ0LTFkMDA3YWZmN2Q3Ng.xhtml,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg3L2RkLzU1L2EwMWItNDRiYS04YTVlLWRjMmFlM2U0OTgzYg.pdf,http://regnskaber.virk.dk/53327503/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2JiLzY5LzkyLzk2MDYtNGU2NC04NDkxLTBlMTNiMzc5MTZhNg.xml,true,Kerteminde,5300.0,10.0,GrÃ¸nlandsgade,5300 Kerteminde,Tyrebakken 7,,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-07,2019-09-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke beskÃ¦ftiget medarbejdere i det forlÃ¸bne regnskabsÃ¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre finansielle indtÃ¦gter bestÃ¥r af renteindtÃ¦gter fra tilknyttet virksomhed.</p>",ea@amanda.life,30572335.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Erik Andreasen,Erik Andreasen,NORDIC CLASSICS ApS,Erik Andreasen,,Kerteminde,2017-05-01,2018-04-30,10486.0,,,2019-04-30,2018-05-01,false,,40563232.0,false,Ingen bistand,urn:ofk:oid:27799683,indberetninger-20180424,2.5926185,30572335.0,AW0F9K_kIXJRhhXBNaiJ,2019-09-06T09:43:11.180Z,2019-09-06T09:43:03.473Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-75-XZ,2019-09-06T09:43:04.272Z,,,,,,,,,
