entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,PropertyPlantAndEquipmentGross,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,NameAndSurnameOfMemberOfSupervisoryBoard
27723403,2016-01-01,2016-01-01,c704,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,501000.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-01-01,2016-01-01,c725,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,-4252067.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-01-01,2016-12-31,c120,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,1406009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,1406009.0,1992360.0,5766.0,283528.0,93853.0,277762.0,1802685.0,1992360.0,396676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-01-01,2016-12-31,c726,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,1406009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,-2345058.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,16365427.0,920268.0,501000.0,16348590.0,14000.0,16365427.0,18710485.0,4470000.0,4470000.0,16837.0,142839.0,16837.0,16837.0,-2846058.0,14240485.0,4701970.0,15428322.0,10017585.0,735539.0,8660137.0,5396737.0,,,,,,,,
27723403,2016-12-31,2016-12-31,c706,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,501000.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2016-12-31,2016-12-31,c727,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,-2846058.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2017-01-01,2017-01-01,c177,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,501000.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723403,2017-01-01,2017-01-01,c195,,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU5L2JhLzkwL2QwZmYtNDY5OC1hMTg5LWMwMjlmNzkyNzI3Yw.pdf,http://regnskaber.virk.dk/30432772/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc5L2YxLzYxLzk3YmItNDkzOS04ZGNjLTc3OGQzMWUzNWEyMQ.xml,Danmark,KÃ¸benhavn,2100.0,28.0,DampfÃ¦rgevej,KÃ¸benhavn,2100.0,4.0,Aldersrogade 6 C,6000 Kolding,Jupitervej 4,kapitalejeren,Regnskabsklasse B,2018-05-23,2018-05-23,2018-05-23,statsautoriseret revisor,16837.0,-2846058.0,25578198.0,27723403.0,32285201.0,mne40028,Ãrsrapport,Henrik Kyhnauv,Aidas Rakauskas,Aidas Rakauskas,"KPMG, Statsautoriseret Revisionspartnerselskab",AS24 Danmark A/S,Martinsen Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,16837.0,2017-12-31,2017-01-01,2018-05-23,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25556873,indberetninger-20180424,2.5118417999999996,27723403.0,AWOlmOr80wkEsASktEFL,2018-05-28T07:30:42.805Z,2018-05-28T06:49:04.387Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-VE,2018-05-28T06:49:04.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
