entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
27765173,2015-10-01,2016-09-30,c347,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,3000.0,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,1000.0,Odense,2015-10-01,2016-09-30,-4000.0,-4000.0,-3000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,0.0,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,,
27765173,2015-10-01,2016-09-30,c368,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,-4000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,,
27765173,2016-09-30,2016-09-30,c398,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,213000.0,210000.0,125000.0,192000.0,213000.0,21000.0,21000.0,67000.0,21000.0,3000.0,3000.0,,
27765173,2016-10-01,2016-10-01,c703,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,125000.0,,,,,,,,,
27765173,2016-10-01,2016-10-01,c730,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,67079.0,,,,,,,,,
27765173,2016-10-01,2017-09-30,c0,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,-8088.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,4063.0,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,37.0,Odense,2015-10-01,2016-09-30,3988.0,-4100.0,-4063.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,-8088.0,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
27765173,2016-10-01,2017-09-30,c2,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,,
27765173,2016-10-01,2017-09-30,c367,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,3988.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,,
27765173,2016-10-01,2017-09-30,c42,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
27765173,2016-10-01,2017-09-30,c731,,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzc1L2FkL2ZjLzMzNzQtNGUzNS1iYTI5LTVmN2I4YjlkYTZmNw.pdf,http://regnskaber.virk.dk/37156772/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzY1LzI3LzdmLzg0NzctNDQ2Zi04YTFjLTVjNjVmYjhmMzM3Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,Munkerisvej 1,5000 Odense C,IsgÃ¥rdsvej 6,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ãstergaard Invest ApS under frivillig likvidation,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-01-16,2004-06-01,2018-02-01,Statsautoriseret revisor,Ingen.,,20222670.0,27765173.0,20222670.0,mne26825,Likvidator har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Ãstergaard Invest ApS under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Lone Foged Eis-Hansen Ãstergaard,Lone Foged Eis-Hansen Ãstergaard,Danske Bank,Ãstergaard Invest ApS under frivillig likvidation,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-10-01,2016-09-30,3988.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense kommune,2017-09-30,2016-10-01,true,2018-01-16,Odense,,66192172.0,urn:ofk:oid:25014390,indberetninger-20180424,2.5124316,27765173.0,,2018-04-03T18:15:29.822Z,2018-02-02T14:05:08.480Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-82-PQ,2018-02-02T14:05:08.699Z,,,,,,,,,,,,,
