entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment
27140351,2016-08-01,2017-07-31,c174,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,-7260.0,-10823.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",100958.0,2018-10-04,2003-03-12,2018-10-04,33000.0,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,193300.0,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,25720.0,291360.0,Rudersdal,2016-08-01,2017-07-31,343065.0,425940.0,160300.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,82875.0,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2016-08-01,2017-07-31,c177,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2016-08-01,2017-07-31,c195,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,239665.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2017-07-31,2017-07-31,c172,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,15026653.0,138761.0,250000.0,14854641.0,74250.0,2000000.0,15026653.0,118686.0,2074250.0,12775154.0,12156.0,0.0,2074250.0,103400.0,53326.0,53326.0,14501241.0,12775154.0,118686.0,38488.0,86482.0,20048.0,38488.0,,,,,,
27140351,2017-08-01,2017-08-01,c226,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2017-08-01,2017-08-01,c253,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,14501242.0,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2017-08-01,2017-08-01,c257,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,
27140351,2017-08-01,2017-08-01,c444,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,0.0,168137.0,1831863.0,,,
27140351,2017-08-01,2017-08-01,c456,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",,2018-10-04,2003-03-12,2018-10-04,,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Rudersdal,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,140180.0,0.0,214430.0,,,
27140351,2017-08-01,2018-07-31,c173,,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2JmLzYyL2JkLzA0MTEtNGIxZS05MjdjLWVlYWJjMTAzYjk5Mw.pdf,http://regnskaber.virk.dk/15304172/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzcwLzA5LzNlLzNkOTAtNGFhZS1iYjU0LTk2NjIyZjZmYmNmMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,TrÃ¸rÃ¸dgÃ¥rdsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Vange Holding ApS,-7260.0,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",109186.0,2018-10-04,2003-03-12,2018-10-04,33000.0,Statsautoriseret revisor,-103400.0,mv@ige-xao.dk,181429.0,20222670.0,27140351.0,20222670.0,mne32069,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Vange Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren SÃ¸ndergaard Jensen,Morten Vange,Morten Vange,Vange Holding ApS,BDO Statsautoriseret revisionsaktieselskab,3072.0,318024.0,Rudersdal,2016-08-01,2017-07-31,361455.0,463381.0,148429.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-07-31,2017-08-01,true,2018-10-04,KÃ¸benhavn,101926.0,+45 22 60 90 70,urn:ofk:oid:26412936,indberetninger-20180424,2.5097342,27140351,AWd39HwDet7j816DxSjC,2018-12-04T06:42:52.301Z,2018-12-04T06:42:44.122Z,regnskab,0.0,,2018-07-31,2017-08-01,X18-EH-73-QH,2018-12-04T06:42:44.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
