entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ReserveForEntrepreneurialCompany,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
36019093,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,88.0,59472.0,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,-966.0,Greve,2016-01-01,2016-12-31,45877.0,60350.0,59384.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,14473.0,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,-34408.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,-11469.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2016-12-31,2016-12-31,ID_9,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,121594.0,46944.0,1.0,121594.0,90406.0,121594.0,31188.0,31098.0,19042.0,71363.0,31188.0,90.0,74650.0,0.0,74650.0,,,
36019093,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,0.0,-35112.0,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,11.0,Greve,2016-01-01,2016-12-31,-27580.0,-35123.0,-35112.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,-7543.0,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,27580.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
36019093,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M5L2VhL2EwLzNhMjItNGY0ZS1iZWU1LWZkOWRlNzRlODcxNQ.pdf,http://regnskaber.virk.dk/39091063/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAzLzkzLzc4Lzg1MjEtNGM3NC05Y2U0LWZmOTFkMDNlOTNlNQ.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i RAPIDFIRE IVS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-31,2018-05-31,2014-06-14,2018-05-31,,,14759840.0,36019093.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for RAPIDFIRE IVS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Jakobsen,Nicolaj Frank Mariegaard,Aage & Povl Holm I/S,RAPIDFIRE IVS,Aage & Povl Holm I/S,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-31,Kgs. Lyngby,,30385087.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25785576,indberetninger-20180424,2.5118417999999996,36019093.0,AWPvQVAV0wkEsASktoW-,2018-06-11T14:31:00.695Z,2018-06-11T14:30:22.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-ZR,2018-06-11T14:30:22.958Z,,,,,,,,,,,,,,,,,,
