entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfRevenue,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
21788198,2014-01-01,2014-12-31,c10,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,36696.0,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,136496.0,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,22731.0,153374.0,308348.0,362822.0,3621.0,183096.0,186717.0,671170.0,46600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,99800.0,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2014-12-31,2014-12-31,c12,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,640847.0,48697.0,97000.0,500000.0,444457.0,0.0,60000.0,60000.0,608705.0,136390.0,640847.0,32142.0,60000.0,196390.0,226760.0,32142.0,0.0,136390.0,99800.0,0.0,0.0,8905.0,226760.0,32142.0,169000.0,0.0,12000.0,0.0,
21788198,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,126805.0,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,22731.0,84288.0,269602.0,246143.0,1519.0,137605.0,139124.0,515745.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gitte Drost
21788198,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steen Funch Hansen
21788198,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bente Funch Drost
21788198,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzBmL2Y2LzRkL2ZiOWUtNGU5Ni1hY2NhLTU1NjNmMzg4Yjg1Yg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzI4LzMwLzkxL2I1NzEtNGNkYy1hZjVkLThmYmU5MTc1ZTczNg.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2M1LzIzL2YwLzRmMGQtNGVjMC1iOGJjLWQwYTYwZmVlODhmMw.xml,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,Regnskabsklasse B,2016-01-15,2016-01-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,26248055.0,false,Ingen bistand,urn:ofk:oid:21943858,indberetninger-20180424,2.5953732000000005,21788198.0,,2018-03-28T17:53:49.919Z,2016-02-01T10:09:46.957Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AM-75-UN,2016-02-01T10:09:47.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsten Funch Drost
