entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentDeferredTaxAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfRevenue,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxReceivables,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
21788198,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,25605.0,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,126805.0,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,22731.0,84288.0,269602.0,246143.0,1519.0,137605.0,139124.0,515745.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,101200.0,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2015-12-31,2015-12-31,c12,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,688204.0,42329.0,120000.0,500000.0,514545.0,60000.0,60000.0,635710.0,113659.0,688204.0,52494.0,60000.0,173659.0,168216.0,41694.0,113659.0,101200.0,0.0,0.0,34510.0,168216.0,52494.0,304000.0,10800.0,124000.0,
21788198,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,109300.0,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,22731.0,105270.0,263120.0,269795.0,94.0,141700.0,141794.0,532915.0,32400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gitte Drost
21788198,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steen Funch Hansen
21788198,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bente Funch Drost
21788198,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzRkLzkyLzVkLzcyZjgtNGEyZC05ZWQzLTcxZDJmYzhkZWVkZQ.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2I0LzQ4L2ZjLzdmMzQtNDU2NC1iMTI3LWJjODc1ODkzY2YyOA.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzhlL2ZjL2I2LzIyZGQtNDg2MC1hZDIwLWIxZDNjYTAxYjQ3Zg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",0.0,2017-01-02,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,0.0,Horsens,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,0.0,26248055.0,false,Ingen bistand,urn:ofk:oid:23412623,indberetninger-20180424,2.5947459,21788198,,2018-03-27T12:08:27.605Z,2017-01-21T10:38:42.632Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-04-GS,2017-01-21T10:38:42.787Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsten Funch Drost
