entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings
36981865,2015-08-07,2015-12-31,c2,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,-10245.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,-10245.0,-10245.0,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
36981865,2015-08-07,2015-12-31,c4,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,-10245.0,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
36981865,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,39755.0,50000.0,39755.0,39755.0,39755.0,39755.0,39755.0,-10245.0
36981865,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,50000.0,,,,,
36981865,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,-10245.0,,,,,
36981865,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,39755.0,,,,,
36981865,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,-7844.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,-7844.0,-7844.0,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
36981865,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
36981865,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,-7844.0,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
36981865,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NiLzcxLzAxLzM3OGYtNDRmMi1iMWM3LTBiMjg1YzQyNzYyNg.xhtml,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVlLzdkLzUzL2FhZWYtNDk1MC05NGZlLTI5ZmU0YjQxNDc5Yw.pdf,http://regnskaber.virk.dk/56818963/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2E4LzA5LzgxL2VhZGEtNDViNi1iMTQ1LTU3MDkyNDdmNjY0Ng.xml,true,Ringsted,4100.0,23.0,BenlÃ¸se By,4100 Ringsted,"SjÃ¦llandsgade 19B, 2.TH",Regnskabsklasse B,2017-05-06,2017-05-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i en dansk sambeskatning med MHM Engineering ApS. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.med 1. juli 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at agere holding- og investeringsselskab.</p>",morten@mhmengineering.dk,36981865.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Hassel Madsen,Morten Hassel Madsen,Hassel Madsen Holding ApS,Claus HÃ¸jholm SÃ¸rensen,Ringsted,2015-08-07,2015-12-31,-7844.0,,2016-12-31,2016-01-01,false,false,"Derudover indstiller jeg til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke revideres. Jeg anser forudsÃ¦tningerne herfor for opfyldt.",30452719.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23820041,indberetninger-20180424,2.59278,36981865.0,,2018-03-27T20:52:11.299Z,2017-05-06T09:03:41.995Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-RC,2017-05-06T09:03:42.163Z,,,,,,,,
