entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31755328,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,-109265.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2017-07-01,2018-06-30,ID_12,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,211600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,102335.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,232406.0,6453195.0,6858781.0,33601.0,139579.0,173180.0,37244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2018-06-30,2018-06-30,ID_6,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,4912740.0,163085.0,597895.0,125000.0,3636299.0,250000.0,2478460.0,388667.0,125000.0,886379.0,1395.0,4912740.0,2330094.0,1276441.0,0.0,645568.0,1276441.0,211600.0,104186.0,104186.0,125000.0,2141860.0,0.0,2330094.0,3348214.0,-22409.0,1706935.0,2500319.0,,
31755328,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,956337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,227372.0,8911431.0,10442634.0,68208.0,1235623.0,1303831.0,279286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2018-07-01,2019-06-30,ID_11,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,800000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2018-07-01,2019-06-30,ID_13,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,156337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755328,2018-07-01,2019-06-30,ID_2,,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzMzLzRlLzgxLzVkZmItNGY2MS05OWMzLTU1MjE0OThlZWYzNg.pdf,http://regnskaber.virk.dk/82355713/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzAyLzg1L2U4LzY1ZGMtNDRkNS1hY2JjLWVkNGFhN2Y5ZjEwYg.xml,true,"NÃ¦stved, 4700",Erantisvej 53,Til kapitalejerne i DPA Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-11,2019-10-11,2008-03-31,2019-11-01,ma@dpa-e.dk,19723402.0,31755328.0,19723402.0,mne30103,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for DPA Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Vahlkvist,Alex Pedersen,Revisions-Centret,Jyske Bank,DPA Entreprise ApS,"Revisions-Centret, Registreret revisionsvirksomhed",Holmegaard,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2019-06-30,2018-07-01,false,2019-10-11,NÃ¦stved,20 31 00 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27995733,indberetninger-20180424,2.5096006,31755328.0,AW5FbHeZIXJRhhXBPR5C,2019-11-07T10:33:00.298Z,2019-11-07T10:32:45.995Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DH-88-RY,2019-11-07T10:32:46.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex  Pedersen,DirektÃ¸r
