entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
36021578,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,968.0,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,0.0,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,4457.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,1796.0,4457.0,1796.0,Lystrup,2016-10-01,2017-09-30,1693.0,2661.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,968.0,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,1693.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,111494.0,50000.0,98840.0,111494.0,12654.0,48840.0,12654.0,111494.0,111494.0,12654.0
36021578,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,50000.0,,,,,,,
36021578,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,48840.0,,,,,,,
36021578,2017-10-01,2018-09-30,c173,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,880.0,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,-2.0,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,4032.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,0.0,4032.0,0.0,Lystrup,2016-10-01,2017-09-30,3154.0,4034.0,2.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,880.0,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,3154.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2017-10-01,2018-09-30,c254,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,3154.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2017-10-01,2018-09-30,c637,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,,,,,,,,,,
36021578,2018-09-30,2018-09-30,c171,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzJiLzM1LzE4LzVmNDUtNGE4Ny04ODNkLTE3YWIwOTU4MzM0MA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzdkL2M1LzA0ZTEtNDQzNS1hNjczLTI3ZjkxNmY2OGIxZg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-02,2014-06-20,2018-10-02,NIB@bdo.dk,,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,Lystrup,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26166060,indberetninger-20180424,2.5095400000000003,36021578.0,AWY0ybqp5OzuYdPkE4cb,2018-10-02T12:39:39.427Z,2018-10-02T12:38:44.169Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-69-DC,2018-10-02T12:38:44.346Z,103842.0,50000.0,101994.0,103842.0,1848.0,51994.0,1848.0,103842.0,103842.0,1848.0
