entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
36021578,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,11685.0,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,2410.0,53114.0,2410.0,53114.0,Lystrup,2015-10-01,2016-09-30,39019.0,50704.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,11685.0,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2015-10-01,2016-09-30,c179,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,2880000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,-2840981.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,158747.0,50000.0,97147.0,158747.0,61600.0,1.0,987.0,47147.0,61600.0,158747.0,157760.0,61600.0
36021578,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,50000.0,,,,,,,,,
36021578,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,47147.0,,,,,,,,,
36021578,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,968.0,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,4457.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,1796.0,4457.0,1796.0,0.0,Lystrup,2015-10-01,2016-09-30,1693.0,2661.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,968.0,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2016-10-01,2017-09-30,c178,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,1693.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
36021578,2016-10-01,2017-09-30,c254,,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2FlLzBhLzE5L2NlZTEtNGUwMC1iZjEwLWQzMmU1ODY5MzJkOA.pdf,http://regnskaber.virk.dk/87512063/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzI0LzlkLzZlNjQtNGM1Yi05YTA4LTgzZDQ3MGVjN2FmMg.xml,true,8520 Lystrup,RÃ¸nnehaven 21,8520 Lystrup,RÃ¸nnehaven 21,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-10-19,2014-06-20,2017-10-19,36021578.0,36021578.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Holdingselskabet NIB af 1/10 2013 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels BalshÃ¸j,Niels BalshÃ¸j,Holdingselskabet NIB af 1/10 2013 ApS,Holdingselskabet NIB af 1/10 2013 ApS,,,,,Lystrup,2015-10-01,2016-09-30,1693.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lystrup,2017-09-30,2016-10-01,true,,Ingen bistand,urn:ofk:oid:24610807,indberetninger-20180424,2.5124211,36021578.0,,2018-03-27T13:07:27.052Z,2017-10-19T07:50:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BC-43-EF,2017-10-19T07:50:43.485Z,,,,,,,,,,,,
