entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions
33882521,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,699.0,Odense,2016-01-01,2016-12-31,-699.0,-699.0,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
33882521,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,-699.0,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
33882521,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,19589700.0,80000.0,19575031.0,19589700.0,14669.0,19589700.0,19589700.0,19589700.0,14669.0,19495031.0,14669.0
33882521,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,80000.0,,,,,,,,
33882521,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,19495031.0,,,,,,,,
33882521,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,19575031.0,,,,,,,,
33882521,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,733.0,Odense,2016-01-01,2016-12-31,-733.0,-733.0,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
33882521,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
33882521,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,-733.0,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
33882521,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2I5L2I3L2JkLzE3NGItNDAxYi04YTBkLTg0MjA1MjczNTA2NA.xhtml,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzUyL2QwL2ZjLzI3M2UtNGQxNC04Yjg3LTA2NjJjNWI3ZWU5Mw.pdf,http://regnskaber.virk.dk/12528833/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFkL2M4LzA2L2IzZDctNGVhNC1hNGM2LTQ4MmNkMGNlYjJlNQ.xml,true,Odense SV,5250.0,31.0,DalumgÃ¥rds AllÃ©,5260 Odense S,Hestehaven 67,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",33882521.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,RenÃ© Liocouras Nielsen,RenÃ© Liocouras Nielsen,JAP INVEST ODENSE ApS,Mads Bonne AlkÃ¦rsig,,Odense,2016-01-01,2016-12-31,-733.0,,2017-12-31,2017-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital har uÃ¦ndret vÃ¦ret kr. 80.000 de seneste 5 Ã¥r.</p>",Selskabet opfylder betingelserne for fritagelse af revisionspligten og har fravalgt revision.,false,false,Ingen bistand,urn:ofk:oid:25650318,indberetninger-20180424,2.59278,33882521.0,AWO3BCGO0wkEsASktQPe,2018-05-31T16:24:52.138Z,2018-05-31T16:24:50.726Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-85-GT,2018-05-31T16:24:50.903Z,,,,,,,,,,,
