entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,Dividend,DividendPaid,FaxNumberOfReportingEntity,GrossResult,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,PlaceOfSignatureOfStatement,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceExpenses,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameAndSurnameOfMemberOfSupervisoryBoard
19570282,2013-01-01,2013-12-31,c173,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",5000000.0,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19570282,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",-454265.0,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19570282,2013-01-01,2013-12-31,c433,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",4545735.0,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,0.0,8.0,1535653.0,25371.0,25371.0,3857379.0,70.5,72424.0,0.0,9328569.0,717964.0,9971.0,82395.0,717964.0,318679.0,6081388.0,5445819.0,635569.0,10.9,12.9,43030.0,1535653.0,3495670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19570282,2013-12-31,2013-12-31,c1294,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19570282,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,49468471.0,5766637.0,5000000.0,49310572.0,70637.0,34881958.0,66129.0,10848686.0,49468471.0,14586513.0,91770.0,91770.0,10848686.0,157899.0,2045550.0,112915.0,66129.0,5000000.0,24881958.0,14586513.0,32695249.0,13838149.0,535653.0,12005310.0,18673548.0,,,,
19570282,2014-01-01,2014-01-01,c235,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808079.0,874208.0,,
19570282,2014-01-01,2014-01-01,c261,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91770.0,
19570282,2014-01-01,2014-01-01,c312,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,
19570282,2014-01-01,2014-01-01,c351,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24881958.0,,,,,,,,,,,,,,,,,,,,,,,
19570282,2014-01-01,2014-01-01,c357,,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzc3Lzk3LzUxLzQ2NjItNDgxZC04NmY0LTRmOThjODAxMmExYg.pdf,http://regnskaber.virk.dk/28207591/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzAxL2JiLzc4LzdmYmYtNDk1Ni1iYTYyLWU0NDA2ODU1NDVkMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,HillerÃ¸d,3400.0,2 A,Frederiksgade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,"Regnskabsklasse C, mellemstor virksomhed",2015-06-09,2015-06-09,2015-06-10,statsaut. revisor,-91770.0,3725000.0,-5000000.0,48251759.0,10137866.0,www.telko.com,19570282.0,30700228.0,Ãrsrapport,Svend Duelund Jensen,Hanne Nielsen,Kalle Ilmari Kettunen,Telko Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"HillerÃ¸d, den",,2014-12-31,2014-01-01,2015-06-09,"KÃ¸benhavn, den",48251266.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5525372,indberetninger-20180424,2.5097437,19570282.0,,2018-03-30T19:49:44.184Z,2015-06-15T09:29:43.546Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-71-PB,2015-06-15T09:29:43.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,
