entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
33053800,2014-01-01,2014-01-01,c176,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,32000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,106465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-01-01,c744,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c109,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,-49494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c178,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,,215000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,506.0,,-1585.0,0.0,1585.0,0.0,2260.0,675.0,-1585.0,169.0,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,-49494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053800,2014-01-01,2014-12-31,c745,,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2FhLzFjLzQwLzQ4ZmEtNDllMi1iZGUzLWFiMDlkYjI2MmU3Yg.pdf,http://regnskaber.virk.dk/00835033/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzkxLzc2LzI3LzQ4NDgtNGNhMC04MzA5LTVkNzkzMDYzYzY5ZA.xml,Fredericia,7000.0,100.0,6. Julivej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-02-01,2016-02-01,2016-02-02,33053800.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for AJ Consult Fredericia ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anita Jeanette Jochumsen,Anita Jeanette Jochumsen,AJ Consult Fredericia ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,ApS,RMGI Holding ApS,Fredericia,2015-12-31,2015-01-01,90.0,2016-02-01,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21953260,indberetninger-20180424,2.5124211,33053800.0,,2018-03-28T18:15:53.243Z,2016-02-03T10:05:53.104Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-62-PF,2016-02-03T10:05:53.195Z,,,,,,,,,,,,50000.0,0.0,,,,,,,,,,,,,,,,,
