entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
27443842,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,3109.0,27443842.0,1002954504.0,0.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,176.0,Svendborg,2013-10-01,2014-09-30,-517.0,-517.0,3109.0,2015-09-30,2014-10-01,3802.0,2016-01-05,Svendborg,0.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,-517.0,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,362760.0,350460.0,125000.0,362760.0,-45392.0,362760.0,408152.0,0.0,0.0,0.0,394970.0,0.0,0.0,-170392.0,408152.0,12300.0,682.0,0.0,12500.0,12300.0,,
27443842,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,32909.0,27443842.0,1002954504.0,10583.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,29.0,Svendborg,2013-10-01,2014-09-30,17211.0,17211.0,32909.0,2015-09-30,2014-10-01,26310.0,2016-01-05,Svendborg,0.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,14257284.0,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab
27443842,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,17211.0,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,,,,,,,,,,,,,,,,,,,,,,
27443842,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNjLzQyLzk3Lzk5YTEtNGZlYy1hNWQ3LWM3MGQ4NjhkZWRiOQ.xhtml,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBmL2FkL2EyLzg1MTUtNDFmNS1hYTUzLThmOTNkMzBlZWE0Yg.pdf,http://regnskaber.virk.dk/24834472/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JiLzAwLzYyLzg0OGUtNDY0OS05ZDY3LTZjZWU4NWQ5N2RhNw.xml,Danmark,DK,Svendborg,5.0,Abildvej,SkÃ¥rup Fyn,5881.0,8.0,Ãbyvejen,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-05,2016-01-08,statsaut. revisor,,27443842.0,1002954504.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Nicolai Groth-Christensen,Per Juul Rytter,Per Juul Rytter,PR af 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-01-05,Svendborg,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21877654,indberetninger-20180424,2.5955422,27443842.0,,2018-03-28T15:50:40.522Z,2016-01-11T11:15:55.241Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-10-TF,2016-01-11T11:15:55.371Z,361583.0,46366.0,125000.0,66830.0,-28181.0,361583.0,389764.0,294753.0,294753.0,294753.0,375651.0,6312.0,0.0,-153181.0,389764.0,20464.0,0.0,14152.0,14113.0,0.0,,
