entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
27443842,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,13697.0,statsaut. revisor,120908.0,-68425.0,67324.0,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,37.0,Svendborg,2012-10-01,2013-09-30,-68425.0,-68425.0,-67281.0,2014-09-30,2013-10-01,1181.0,2014-11-20,Svendborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,0.0,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,-68425.0,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,28130.0,88.0,125000.0,28130.0,-44875.0,28130.0,73005.0,37796.0,6042.0,0.0,-169875.0,73005.0,28042.0,0.0,22000.0,35209.0,0.0,
27443842,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,0.0,statsaut. revisor,0.0,-517.0,3109.0,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,176.0,Svendborg,2012-10-01,2013-09-30,-517.0,-517.0,3109.0,2014-09-30,2013-10-01,3802.0,2014-11-20,Svendborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab
27443842,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,0.0,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,-517.0,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,
27443842,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8vcGRmcy8yNzQ0Mzg0MjtBcFMzMjE2MTk7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/24834472/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTEyNl8xNDU2NTBfODM5.xml,Danmark,DK,Svendborg,5.0,Abildvej,Svendborg,5700.0,25.0,Brogade,5700 Svendborg,Abildvej 5,Til den daglige ledelse i PR af 11/11 2003 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-20,2014-11-25,,statsaut. revisor,,,,14257284.0,27443842.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Groth-Christensen,Per Rytter,Per Juul Rytter,PR AF 11/11 2003 ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,,Svendborg,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,2014-11-20,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15072471,indberetninger-20180424,2.5118406,27443842.0,,2018-03-31T23:50:30.449Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.299,2014-11-26T23:00:00.000Z,362760.0,350460.0,125000.0,362760.0,-45392.0,362760.0,408152.0,394970.0,0.0,0.0,-170392.0,408152.0,12300.0,682.0,0.0,12500.0,12300.0,
