entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,TypeOfAuditorAssistance
29009368,2016-05-01,2017-04-30,c174,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-6655.0,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,7265.0,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,77458.0,Ãrsrapport,21780.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,22948.0,0.0,1168.0,Aalborg,2016-05-01,2017-04-30,53900.0,47245.0,70193.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,-6655.0,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,
29009368,2016-05-01,2017-04-30,c185,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,
29009368,2016-05-01,2017-04-30,c195,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,53900.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,
29009368,2017-04-30,2017-04-30,c172,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,654310.0,3897.0,125000.0,322705.0,654310.0,331605.0,542498.0,542498.0,542498.0,0.0,197705.0,331605.0,325105.0,107915.0,0.0,10996.0,96919.0,6500.0,
29009368,2017-05-01,2017-05-01,c226,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,125000.0,,,,,,,,,,,,,,,
29009368,2017-05-01,2017-05-01,c235,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,0.0,,,,,,,,,,,,,,,
29009368,2017-05-01,2017-05-01,c253,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,197705.0,,,,,,,,,,,,,,,
29009368,2017-05-01,2018-04-30,c173,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-3861.0,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,6250.0,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,194581.0,Ãrsrapport,10700.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,11253.0,364.0,553.0,Aalborg,2016-05-01,2017-04-30,181303.0,177442.0,188331.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,-3861.0,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,Andre erklÃ¦ringer uden sikkerhed
29009368,2017-05-01,2018-04-30,c184,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,73795.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,
29009368,2017-05-01,2018-04-30,c194,,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2E3L2NjLzljLzE0NjYtNDJiZC1iYzFmLTk2NDc3NmE1MGNjOQ.pdf,http://regnskaber.virk.dk/86390092/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2I5L2VmLzFiMTQtNDJlNy1iNzUyLTkxOGExNmExNmQwNw.xml,true,9000 Aalborg,SpeditÃ¸rvej 2A,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Conlan Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-25,2005-09-26,2018-10-25,Statsautoriseret revisor,esh@conlan.dk,,20222670.0,29009368.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Conlan Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Ejner Hansen,Ejner Schmidt Hansen,BDO Statsautoriseret revisionsaktieselskab,Conlan Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,2016-05-01,2017-04-30,107508.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-04-30,13.0,2017-05-01,true,2018-10-25,BrÃ¸nderslev,,urn:ofk:oid:26237932,indberetninger-20180424,2.5118417999999996,29009368.0,AWavEIe05OzuYdPkFtow,2018-10-26T06:30:28.155Z,2018-10-26T06:29:43.840Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DF-03-MF,2018-10-26T06:29:43.989Z,,,,,,,,,,,,,,,,,,,
