entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25568931,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",-5400.0,25568931.0,mne1336,1008739680.0,407477.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,0.0,StenlÃ¸se,2016-01-01,2016-12-31,402314.0,402077.0,-5400.0,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,-237.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,514877.0,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,-112563.0,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,3017752.0,12484.0,80000.0,176375.0,1188.0,2659520.0,3017752.0,358232.0,2841377.0,2841377.0,2841377.0,195526.0,2601377.0,-21857.0,358232.0,162706.0,163891.0,162703.0,,
25568931,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",-13602.0,25568931.0,mne1336,1008739680.0,-73385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,5095.0,StenlÃ¸se,2016-01-01,2016-12-31,-89090.0,-92082.0,-13602.0,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,-2992.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,26291593.0,"KOMPAS REVISION, REGISTREREDE REVISORER ApS"
25568931,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,26291593.0,"KOMPAS REVISION, REGISTREREDE REVISORER ApS"
25568931,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,-73385.0,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
25568931,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2EyL2FmLzEyLzA4ZmUtNDQ1Yy05MzQyLTBkMDgwNmI1ZDVlNw.xhtml,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M2L2ZhLzAyL2YyYjctNDZjMC05YjE4LTRhZTdlZjFjNTI1MQ.pdf,http://regnskaber.virk.dk/13986552/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc0LzcyL2E4LzIwMWMtNDRjYy1hNjVhLTc5ZWY2MTI1YTFhMg.xml,true,AllerÃ¸d,3450.0,54.0,Frederiksborgvej,StenlÃ¸se,3660.0,1.0,Korntoften,3450 AllerÃ¸d,Frederiksborgvej 54,Til anpartshaverne i NCBT Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-25,2018-05-29,Registreret revisor - medlem af danske revisorer FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er samtbeskattet med datterselskaberne og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>",,25568931.0,mne1336,1008739680.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anette Thomasen,Niels Thirsgaard,Anette Kitty Thirsgaard,NCBT HOLDING ApS,Kompas Revision ApS,,StenlÃ¸se,2016-01-01,2016-12-31,-15705.0,,,2017-12-31,2017-01-01,false,false,2018-05-25,AllerÃ¸d,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25591830,indberetninger-20180424,2.595548,25568931.0,AWOtNinm0wkEsASktJSh,2018-05-29T18:44:12.615Z,2018-05-29T18:43:17.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-YX,2018-05-29T18:43:17.209Z,,,,,,,,,,,,,,,,,,,,
