entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
34717982,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-16228.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,,,,,,,,,,,,,,,,
34717982,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,0.0,,,,,,,,,,,,,,,,,,,,
34717982,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-16228.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,-15725.0,503.0,-16228.0,-15725.0,,,,,,,,,,,,,,,,
34717982,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,8051.0,2369.0,80000.0,8051.0,8051.0,8051.0,0.0,438.0,-71949.0,0.0,0.0,5682.0,5244.0,0.0,,
34717982,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,,,,,,,,,,,,,,,Shanaka Jayawardena,DirektÃ¸r
34717982,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,,,,,,,,,,,,,,,,
34717982,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,,,,,,,,,,,,,,,Joakim Wiener,DirektÃ¸r
34717982,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-50258.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,-50257.0,1.0,-50258.0,-50257.0,,,,,,,,,,,,,,,,
34717982,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,0.0,,,,,,,,,,,,,,,,,,,,
34717982,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQ0L2E0L2NkLzlkNGItNGI3YS1iM2RkLWRmZDhiOGVjNTU1OA.pdf,http://regnskaber.virk.dk/28971743/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2U4LzM2LzU2LzdhNTctNGZmZC1iN2Y1LTMxMWIwOThlY2U1MA.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-21,2017-06-21,2012-10-09,2017-06-21,34717982.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Virtusa ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Shanaka Jayawardena,Virtusa ApS,Azets Employee A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-50258.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,Ingen bistand,urn:ofk:oid:24279679,indberetninger-20180424,2.5097403999999996,34717982,,2018-03-29T17:30:16.718Z,2017-06-22T12:13:53.054Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-82-AC,2017-06-22T12:13:53.171Z,,,,,,,,,,,,,,,,,,,,,
