entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables
35036083,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,-14718.0,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,5728.0,3703.0,KorsÃ¸r,2017-01-01,2017-12-31,-16743.0,-16743.0,-14718.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,,,,,,,,,,,,,,
35036083,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,,,,,,,,,,,,,,
35036083,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,-16743.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,,,,,,,,,,,,,,
35036083,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,95680.0,80000.0,95680.0,-100539.0,95680.0,196219.0,0.0,0.0,0.0,47872.0,1475.0,-180539.0,196219.0,148347.0,95680.0,90205.0,4000.0
35036083,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,0.0,,,,,,,,,,,,,
35036083,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,-180539.0,,,,,,,,,,,,,
35036083,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,-100539.0,,,,,,,,,,,,,
35036083,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,80000.0,,,,,,,,,,,,,
35036083,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,1612.0,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,57841.0,3703.0,KorsÃ¸r,2017-01-01,2017-12-31,-52526.0,-52526.0,1612.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,,,,,,,,,,,,,,
35036083,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzYzL2M0LzcyLzYwYTAtNGFjNy05NTU4LTYzOWM0ZWNlM2E3OQ.xhtml,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2RhL2JlL2RjLzQ4YTgtNDdmMC1hMjE0LWJmZGFmZmNkZWE2OQ.pdf,http://regnskaber.virk.dk/38063053/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2VkL2U5LzM0LzM4ZTUtNGM0Mi1hNzBiLTQ5ZGE0YzNkMmExZg.xml,true,KorsÃ¸r,4220.0,"35, 2 rh",Strandvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-22,2019-06-25,,35036083.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,IMPORTKOMPAGNIET ApS,JÃ¸rgen KjÃ¦p,,,KorsÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593946,indberetninger-20180424,2.5948124,35036083.0,AWuOybelIXJRhhXBLaAb,2019-06-25T13:19:11.430Z,2019-06-25T13:18:32.149Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UA,2019-06-25T13:18:32.421Z,,,,,,,,,,,,,,,,,
