entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Dividend,DividendPaid,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement
27489362,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,125000.0,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,21083.0,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,51700.0,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,30000.0,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,-16983.0,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,13017.0,-5125.0,308.0,18450.0,308.0,13017.0,-5125.0,,,,,,,,,,,,,
27489362,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,-16983.0,,,,,,,,,,,,,,,,,,,
27489362,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,30000.0,51700.0,,,,,,,,,,,
27489362,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,159100.0,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,,,183834.0,125000.0,183834.0,183834.0,24734.0,24734.0,30000.0,4100.0,24734.0,183834.0,183834.0
27489362,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2JjLzEzLzIyLzVkOTktNGQ4OS1hNTM5LWE3ZTcyMGNmODg5Yw.pdf,http://regnskaber.virk.dk/26398472/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2MwL2E2L2YxL2E4NzYtNGY3Ni04MWEzLWZjOGRjNWQzN2VmMg.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Lystrup,8520.0,25.0,MÃ¸gelgÃ¥rdsvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-07-11,2019-07-11,2003-12-18,2019-07-11,21900.0,statsautoriseret revisor,125000.0,32285201.0,27489362.0,32285201.0,mne30193,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Hans Ostenfeldt ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Laursen,Hans Ostenfeldt,Hans Ostenfeldt,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hans Ostenfeldt ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",179373.0,Lystrup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-07-11,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27681065,indberetninger-20180424,2.5118417999999996,27489362.0,AWvoN5wSIXJRhhXBL9gm,2019-07-12T22:05:10.097Z,2019-07-12T22:04:44.620Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BX-59-AC,2019-07-12T22:04:45.188Z,,,,,,,,,,,,,,,,,,,,
