entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
31270200,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,280976.0,105584.0,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,580000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,118575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,,16741.0,-104000.0,252929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,224375.0,,,,-8125.0,236188.0,27688.0,24000.0,224375.0,-8125.0,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-12-31,2017-12-31,c237,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,254513.0,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,580000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,,,,,,,,,,,536796.0,,,,,,,,,,,,,,,,,,,,,,,
31270200,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,,,,,,,,,,,536796.0,1201052.0,8993.0,125000.0,664256.0,530989.0,31263.0,1201052.0,670063.0,536796.0,536796.0,395223.0,105800.0,31263.0,300189.0,670063.0,268590.0,624000.0,624000.0,6250.0,,,,
31270200,2018-01-01,2018-01-01,c232,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,297717.0,254513.0,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,580000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,170813.0,,,,-6813.0,180580.0,27914.0,24960.0,170813.0,-6813.0,,,,,,,,,,,,,,,,,,,,,,,,
31270200,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ExL2U1LzMxLzk3YjUtNDcxNi05MWIwLWFmMWEzNzg0OTE1MQ.pdf,http://regnskaber.virk.dk/00207213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzRmL2VmLzE4LzRiMGEtNDA2ZC1iODliLWY4YWY0OGE2ODViNQ.xml,,,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,HÃ¸jbjerg,8270.0,6.0,FÃ¸niksvej,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2008-02-20,2019-03-20,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aarhus@brandtrevision.dk,25492145.0,31270200.0,25492145.0,mne28626,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Tim Bergfriedt Strange Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Lene Pedersen,Tim Bergfriedt Strange,Tim Bergfriedt Strange,"BRANDT, Statsautoriseret Revisionspartnerselskab",Tim Bergfriedt Strange Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,2019-03-20,Aarhus,87 40 60 00,RevisionspÃ¥tegning,urn:ofk:oid:26922436,indberetninger-20180424,2.5124327999999996,31270200.0,AWneLHdYRYGX6_YTGd49,2019-04-02T13:11:12.339Z,2019-04-02T13:10:49.425Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-72-XP,2019-04-02T13:10:49.636Z,108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
