entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid,NameAndSurnameOfLiquidator,TitleOfLiquidator,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
24259285,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",-11589.0,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",39993.0,394525.0,Herlev,2014-07-01,2015-06-30,342943.0,342943.0,-11589.0,2016-11-17,2015-07-01,2016-11-17,Ejby,0.0,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,,,,,,,,,,,,,,,,,,
24259285,2015-06-30,2015-06-30,c5,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,693178.0,388.0,375000.0,693178.0,474831.0,693178.0,218347.0,-243112.0,688900.0,16000.0,0.0,342943.0,688900.0,218347.0,202347.0,3890.0,3890.0,,,,,
24259285,2015-07-01,2015-07-01,c6,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,474831.0,,,,,,,,,,,,,,,,,
24259285,2015-07-01,2015-07-01,c7,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,474831.0,,,,,,,,,,,,,,,,,
24259285,2015-07-01,2016-11-17,c0,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",25577.0,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",0.0,0.0,Herlev,2014-07-01,2015-06-30,24860.0,25577.0,25577.0,2016-11-17,2015-07-01,2016-11-17,Ejby,717.0,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,,,,,,,,,,,,,,471378.0,Lone TrÃ¦nk,Likvidator,,
24259285,2015-07-01,2016-11-17,c1,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,,,,,,,,,,,,,,,,,16999296.0,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB"
24259285,2015-07-01,2016-11-17,c2,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,,,,,,,,,,,,,,,Lone TrÃ¦nk,Likvidator,,
24259285,2015-07-01,2016-11-17,c8,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,24860.0,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,,,,,,,,,,,,,,471378.0,,,,
24259285,2016-11-17,2016-11-17,c4,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,28313.0,25141.0,0.0,28313.0,28313.0,28313.0,0.0,0.0,0.0,0.0,28313.0,0.0,0.0,0.0,0.0,3172.0,3172.0,,,,,
24259285,2016-11-17,2016-11-17,c9,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzQ4LzQzLzZiLzY4NmQtNGYzMy1iMDViLTE0MDk3N2I5NzliOQ.xhtml,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3Lzg1L2E0LzBlLzg0NjUtNDVjMC04MTQ3LThhMzNhYTNlNzE5Mw.pdf,http://regnskaber.virk.dk/58295242/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzY4L2Q5L2UyL2FkYjMtNDJlMy05NTcyLWNkYzk2YmJlNWEzZg.xml,true,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Danmark,DK,Glostrup,2600.0,99.0,Hovedvejen,Herlev,2730.0,36.0,GammelgÃ¥rdsvej,4623 Lille Skensved,"Fuglevej 28, Ejby",Til ledelsen i HENNING TRÃNK HOLDING ApS under frivillig likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-11-17,2016-11-17,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet har vÃ¦ret rÃ¥dgivning under likvidationen. Denne opgave er nu afsluttet og selskabet har derfor valgt, at afslutte likvidationen.</p>",,24259285.0,1003808503.0,Ãrsrapport,Lars Madsen,Lone TrÃ¦nk,Jyske Bank,HENNING TRÃNK HOLDING ApS,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",,,Herlev,2014-07-01,2015-06-30,,,,2016-11-17,2015-07-01,2016-11-17,Ejby,,true,false,false,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23166333,indberetninger-20180424,2.5948067000000004,24259285.0,,2018-03-28T21:53:30.285Z,2016-11-17T14:40:54.239Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-09-NL,2016-11-17T14:40:54.399Z,,,,,28313.0,,,,,,,,,,,,,,,,,
