entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
27742874,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_2,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,Orhan Yagan,DirektÃ¸r
27742874,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,Monika Mukaddes Akman,DirektÃ¸r
27742874,2014-10-01,2015-09-30,ID_4,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_8,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
27742874,2014-10-01,2015-09-30,ID_9,,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2NkLzhlLzE1LzBjNzgtNGJmNi1iYjg4LWQxYjQxNTAzYjRhMA.pdf,http://regnskaber.virk.dk/47824772/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzNlLzlmL2RlL2U1MjgtNGYyMC05MzZiLWZmM2UwOWZkNmNjZA.xml,"Slagelse, 4200","Nytorv 6, 1.sal",Til den daglige ledelse i Interlux Professional ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-09,2016-03-09,0.0,27742874.0,10352231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2014 - 30-09-2015 for Interlux Professional ApS.,Ãrsrapport,0.0,Orhan Yagan,Jyske Bank,Interlux Professional ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 09-03-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"330, Slagelse",2015-09-30,2014-10-01,2016-03-09,Slagelse,58533839.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22097201,indberetninger-20180424,2.5118406,27742874.0,,2018-03-29T03:47:52.156Z,2016-03-14T08:33:42.165Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-17-YK,2016-03-14T08:33:42.266Z,,
