entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,DividendPaid
19364399,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,0.0,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",19.0,28336.0,NykÃ¸bing Sj.,2016-01-01,2016-12-31,32507.0,28317.0,0.0,2017-12-31,2017-01-01,0.0,true,false,-4190.0,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,,,,,,,,,,,,,
19364399,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,185000.0,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,,,,,,,,,,,,,
19364399,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,-152493.0,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,,,,,,,,,,,,,
19364399,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,696048.0,693336.0,500000.0,696048.0,685937.0,696048.0,10111.0,2712.0,10111.0,185000.0,937.0,2712.0,10111.0,0.0,0.0,0.0,
19364399,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,938.0,,,,,,,,,,,,
19364399,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,185000.0,,,,,,,,,,,,
19364399,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,685938.0,,,,,,,,,,,,
19364399,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,500000.0,,,,,,,,,,,,
19364399,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,0.0,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",3751.0,72.0,NykÃ¸bing Sj.,2016-01-01,2016-12-31,-3679.0,-3679.0,0.0,2017-12-31,2017-01-01,0.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,,,,,,,,,,,,,185000.0
19364399,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzRhL2IyL2Y3L2JlMzYtNDdlOS04NGM1LWRjYTMxODhlNjFjOQ.xhtml,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzdhLzhhLzg4LzYyZGYtNDVlOC04ZjEzLWQzZWEzNzY0ODQ3MQ.pdf,http://regnskaber.virk.dk/99346391/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzQ0L2E4LzZiLzE2MzYtNGYzMS1iNTMwLThhODM3MmM4MGY3MQ.xml,true,NykÃ¸bing Sj,4500.0,5.0,Blommehegnet,2500 Valby,"Poul Bundgaards Vej 1,1",Regnskabsklasse B,2018-06-14,2018-06-14,,19364399.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lis Cronvall Thor,Lis Cronvall Thor,L.C. Thor Invest ApS,"Baker Tilly, att. Trine Ellehammer Christensen",,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,,false,false,Ingen bistand,urn:ofk:oid:25823960,indberetninger-20180424,2.59278,19364399.0,AWP97uvQ0wkEsASktvLf,2018-06-14T10:55:26.359Z,2018-06-14T10:54:41.182Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-45-FN,2018-06-14T10:54:41.411Z,,,,,,,,,,,,,,,,,
