entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ExtraordinaryProfitLossBeforeTax,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
72819411,2013-01-01,2013-12-31,c11,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,20936.0,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,169442.0,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,176492.0,148506.0,247.0,42546.0,14313.0,176492.0,-14313.0,7050.0,,,,,,,,,,,,,,,,,,,,,,,
72819411,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,148506.0,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2013-12-31,2013-12-31,c13,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,2539859.0,22.0,500000.0,864557.0,2522757.0,8500.0,2539859.0,17102.0,1666802.0,1666802.0,1675302.0,3052.0,667.0,8500.0,445955.0,1576802.0,17102.0,864535.0,863868.0,7050.0,7000.0,,
72819411,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,23962.0,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,31822.0,0.0,275.0,43785.0,11688.0,31822.0,-11688.0,7860.0,,,,,,,,,,,,,,,,,,,,,,,
72819411,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGISTRERET REVISIONSANPARTSSELSKAB DM REVISION,
72819411,2014-01-01,2014-12-31,c10,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,23962.0,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Kjeld Kristensen
72819411,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzFkLzIwL2U2Lzg2ZGQtNGNiMi05NmYxLWZlNjVlNzQ3MzkyMg.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzIyLzAyL2Q3LzE1MGQtNDY2OC1hM2JiLTg4MjcyYTYxOWVjNQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2U1LzQ4LzVkL2NkZGEtNDg2Yy05OGEzLWNmN2I3MDExYTkzNQ.xml,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,FrederiksvÃ¦rk,3300.0,32.0,NÃ¸rregade,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-31,2015-05-31,Registreret revisor,14569391.0,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Hanne Kristensen,Chris Kjeld Kristensen,Jyske Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-31,Tureby,47310765.0,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5413839,indberetninger-20180424,2.5927951,72819411,,2018-03-30T10:04:43.310Z,2015-06-02T08:44:46.515Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-74-EF,2015-06-02T08:44:46.654Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Herlach Blichfeldt
