entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
72819411,2014-01-01,2014-12-31,c11,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,23962.0,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,23962.0,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,-11688.0,275.0,43785.0,31822.0,-11688.0,7860.0,,,,,,,,,,,,,,,,,,,,,
72819411,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,0.0,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2014-12-31,2014-12-31,c13,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,2562436.0,182.0,500000.0,2553936.0,2544524.0,8500.0,2562436.0,17912.0,8500.0,3052.0,2553754.0,8500.0,0.0,2044524.0,17912.0,2553754.0,7860.0,7000.0,,,
72819411,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,88933.0,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,-13343.0,475.0,130213.0,116395.0,-13343.0,27462.0,,,,,,,,,,,,,,,,,,,,,
72819411,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,14569391.0,REGISTRERET REVISIONSANPARTSSELSKAB DM REVISION,
72819411,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,-1711067.0,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
72819411,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Kjeld Kristensen
72819411,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2M5L2Q4L2ZmL2M0YWEtNGM2Ni04NjA0LTRmOTc0MDE0Zjk3MQ.xhtml,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzliLzBjL2IzLzE3MzctNDkxMi05MzU2LWQxZjg5NzFhZjE4OQ.pdf,http://regnskaber.virk.dk/11491827/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2FjLzc3LzI2L2JmMDgtNGIwNi1hZGFlLWM4NDAzZjMyMjFmZQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,NÃ¦stved,4700.0,15.0,Dania,Frederikssund,3600.0,27.0,StrÃ¸bjergvej,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i TÃ¸mrermester Poul Larsen A/S:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-30,2016-05-30,Registreret revisor,72819411.0,1000765485.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Merete Leth,Maria Herlach Blichfeldt,Chris Kjeld Kristensen,Nykredit Bank,TÃMRERMESTER POUL LARSEN A/S,DM Revision ApS,Frederikssund,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,2016-05-30,Tureby,47310765.0,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22558908,indberetninger-20180424,2.5927877,72819411.0,,2018-03-28T18:19:02.609Z,2016-06-01T13:34:35.020Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-07-WK,2016-06-01T13:34:35.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederik Kjeld Kristensen
