entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisions,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
36715111,2015-04-06,2015-12-31,c3,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,47459.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,219412.0,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,0.0,BagsvÃ¦rd,2015-04-06,2015-12-31,131556.0,171953.0,171953.0,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,40397.0,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2015-04-06,2015-12-31,c5,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,65000.0,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2015-04-06,2015-12-31,c7,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,66556.0,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,271582.0,134168.0,50000.0,271582.0,181556.0,271582.0,90026.0,79151.0,5277.0,65000.0,66556.0,90026.0,875.0,137414.0,0.0,19604.0,10000.0,112533.0,,
36715111,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,24159.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,421811.0,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,66.0,BagsvÃ¦rd,2015-04-06,2015-12-31,310004.0,397718.0,397652.0,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,87714.0,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,11524192.0,NILS KNUDSEN NK - REVI
36715111,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,80000.0,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,230004.0,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,,,,,,,,,,,,,,,,,,,,
36715111,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2MzL2I1LzA1L2QxMmYtNDkzOC04MmIwLTNkMTIwOWQzZTQyZA.xhtml,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2I4L2Y0LzE2LzliZDUtNDI0ZS1hY2EwLWQ3NGI1Nzc3NzQ4YQ.pdf,http://regnskaber.virk.dk/11151763/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU5L2MyL2JjLzc2NmUtNDY3NS1iZGZmLTVhZWJiNDMwZjBlOA.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,BagsvÃ¦rd,2880.0,21.0,SÃ¸vej,2730 Herlev,Barupvej 9,Til kapitalejeren i Baumann CRA Consult ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-09,2017-03-13,Registreret revisor,hannebaumann@sol.dk,,36715111.0,1000249989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 person</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Nils Knudsen,Hanne Baumann,Hanne Hjorth Baumann,Baumann CRA Consult Aps,nils knudsenn,,BagsvÃ¦rd,2015-04-06,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-09,Herlev,,40515234.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23591143,indberetninger-20180424,2.59262,36715111,,2018-03-27T23:48:13.379Z,2017-03-14T05:45:42.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-06-LK,2017-03-14T05:45:43.151Z,723780.0,578992.0,50000.0,723780.0,426560.0,723780.0,297220.0,198631.0,0.0,80000.0,296560.0,297220.0,875.0,144788.0,87714.0,0.0,10000.0,144788.0,,
