entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,Assets,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
34588848,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,Allan Jensen
34588848,2015-01-01,2015-12-31,ID_4,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
34588848,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2ZlLzQyLzEzLzNiZDQtNDNiZC1iNGE1LWMzMDk2YjdhYjAzZQ.pdf,http://regnskaber.virk.dk/84888543/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2I2LzdiLzNiL2FkODktNDI1My05YTFiLTg2M2I5YjRmNzI3Zg.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til kapitalejerne i Allan Jensen Holding Hundborg ApS,0.0,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-20,0.0,34588848.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Allan Jensen Holding Hundborg ApS.,"Vi har revideret Ã¥rsregnskabet for Allan Jensen Holding Hundborg ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Allan Jensen,Nordea,Advodan,Allan Jensen Holding Hundborg ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 20. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:22404863,indberetninger-20180424,2.5124211,34588848.0,,2018-03-28T23:29:17.647Z,2016-05-20T16:24:42.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-36-SV,2016-05-20T16:24:42.451Z,
