entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfPrimaryActivitiesOfEntity,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherPayables,RetainedEarnings,ShorttermInvestmentsInAssociates,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,DisclosureOfProvisions,OtherDisclosures
31596025,2015-01-01,2015-12-31,ctx12,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,-353890.0,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,98360.0,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,-64732.0,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,-320262.0,-320262.0,-255530.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,0.0,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2015-01-01,2015-12-31,ctx14,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,-320262.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2015-12-31,2015-12-31,ctx16,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,534205.0,5083.0,125000.0,5083.0,-1760858.0,534205.0,2295064.0,529122.0,529122.0,1736336.0,-1885858.0,27000.0,502122.0,2295064.0,558728.0,,,,
31596025,2016-01-01,2016-12-31,ctx1,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2016-01-01,2016-12-31,ctx10,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,Peter Frislund Ipsen,,,
31596025,2016-01-01,2016-12-31,ctx11,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2016-01-01,2016-12-31,ctx13,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,835587.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2016-01-01,2016-12-31,ctx2,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,805043.0,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,77125.0,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,-46581.0,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,835587.0,835587.0,882168.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,0.0,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,,,
31596025,2016-01-01,2016-12-31,ctx3,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,Peter Frislund Ipsen,,,
31596025,2016-01-01,2016-12-31,ctx5,,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzAyLzExLzY5L2U3ZmEtNGIzZi05OTdiLTg2ZGNkNTQ3YWE3Yw.pdf,http://regnskaber.virk.dk/52069513/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2MxL2E3LzhhLzQ0NjEtNDEwMy04YTE2LTM3MzJjY2U0ZGZmZg.xml,2625 VallensbÃ¦k,VallensbÃ¦kvej 63,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2017-06-02,2017-06-02,,statsautoriseret revisor,"Andre finansielle forpligtelser mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi.",Selskabets aktivitet er at besidde aktier og anparter og  i Ã¸vrigt at foretage investeringer efter direktionens skÃ¸n.,,32942490.0,31596025.0,33883889.0,Ãrsrapport,Tom Rasmussen,Peter Frislund Ipsen,Frislund Holding ApS,XBRL TakeOff ApS,,VallensbÃ¦k den 2. juni 2017,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: VallensbÃ¦k,2016-12-31,2016-01-01,2017-06-02,Greve,,RevisionspÃ¥tegning,urn:ofk:oid:24099671,indberetninger-20180424,2.5116706,31596025.0,,2018-03-29T00:42:57.114Z,2017-06-03T05:20:42.964Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-38-RK,2017-06-03T05:20:43.169Z,,,,,,,,,,,,,,,,,T. Rasmussen Revision,,
