entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
16563579,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,Lisbeth Wyrwik
16563579,2014-07-01,2015-06-30,ID_10,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_11,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_2,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_3,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_4,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_5,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_6,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
16563579,2014-07-01,2015-06-30,ID_7,,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2IyLzZhL2M5LzRlYjMtNGJmNS1hNWI3LTNjMGI0ZWY0MDU2NA.pdf,http://regnskaber.virk.dk/97536561/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzg1LzVlLzkzLzE1MWQtNDQ3Yi05MjE5LTU5MjA5ODE2ZWEwZQ.xml,"Holte, 2840",Gammel Holtevej 101,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-25,1992-10-30,2015-11-30,revision@wyrwik.dk,0.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,0.0,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,"HÃ¸rsholm, den 25. november 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"223, HÃ¸rsholm",2015-06-30,2014-07-01,4517 0000,Ingen bistand,urn:ofk:oid:21718382,indberetninger-20180424,2.5124277999999998,16563579.0,,2018-03-30T17:26:06.590Z,2015-11-30T16:14:55.015Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-64-ZU,2015-11-30T16:14:55.138Z,
