entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2010-07-01,2011-06-30,ID_11,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,-128767.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2010-07-01,2011-06-30,ID_13,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,-163801.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2010-07-01,2011-06-30,ID_7,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,163801.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,57011.0,1511693.0,-1840174.0,554570.0,-72639.0,210461.0,-271470.0,-46660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2010-07-01,2011-06-30,ID_9,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,-35034.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-06-30,2011-06-30,ID_15,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,2995344.0,23102.0,1222514.0,-200000.0,1561562.0,24027.0,-238987.0,895748.0,-2995344.0,-2641848.0,-1052688.0,538034.0,-1583260.0,1433782.0,538034.0,-530572.0,0.0,270625.0,-490137.0,207.0,895748.0,-114509.0,-114509.0,-157213.0,118226.0,-342341.0,270625.0,-1058588.0,-84608.0,-109937.0,1267835.0,21087.0,-31565.0,0.0
entity identifier,2011-07-01,2012-06-30,ID_0,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_1,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_10,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,107092.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_12,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,98050.0,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-07-01,2012-06-30,ID_16,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8vcGRmcy8xNjU2MzU3OTtBcFMyMDk3ODA7MjAxMTA3MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/97536561/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDEyMTIyM18xNzM5NDhfOTc5.xml,"2970, HÃ¸rsholm",Hovedgaden 28,"2840, Holte",Gammel Holtevej 101,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1992-10-30,2012-12-21,revision@wyrwik.dk,4516 6404,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2011 - 30. juni 2012 for WYRWIK Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lisbeth Wyrwik,Lisbeth Wyrwik,WYRWIK Statsautoriseret Revisionsanpartsselskab,Lisbeth Wyrwik,,"HÃ¸rsholm, 223",2012-06-30,2011-07-01,4517 0000,urn:ofk:oid:11707925,indberetninger-20180424,2.5115902,16563579,,2018-04-02T14:54:35.377Z,2012-12-23T23:00:00.000Z,regnskab,0.0,,2012-06-30,2011-07-01,12-272.200,2012-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
