entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExtraordinaryProfitLossBeforeTax,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm
52357217,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",55582.0,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,140108.0,84513.0,Bjerringbro,2013-01-01,2013-12-31,71582.0,55582.0,-84513.0,2014-12-31,2014-01-01,13.0,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",-16000.0,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,98400.0,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,-26818.0,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,906914.0,5469.0,200000.0,906914.0,93000.0,780923.0,906914.0,125991.0,806541.0,7500.0,98400.0,580923.0,806541.0,125991.0,20091.0,94904.0,1904.0,
52357217,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",142368.0,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,153669.0,11000.0,Bjerringbro,2013-01-01,2013-12-31,130941.0,142368.0,-11000.0,2014-12-31,2014-01-01,301.0,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",11427.0,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,"REVISIONSFIRMAET HVASS A/S , GODKENDT REVISIONSSELSKAB"
52357217,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,99800.0,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,31141.0,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,,,,,,,,,,,,,,,,,,
52357217,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJjL2U0LzI1LzkwNjYtNDQ4Yy05MGYyLTkyOTU3NjVjY2I4OQ.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZmLzdkLzJkLzQ1OTEtNDhhMC1hZmU1LWQyN2E1OWU1YzhlNw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2I5L2MxLzE5LzUyODItNGRiMi04YjY4LWJjZDUxYmU3ZGIwNA.xml,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-21,2015-05-21,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,14038779.0,52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-21,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5278530,indberetninger-20180424,2.5949402000000004,52357217.0,,2018-03-30T14:23:02.845Z,2015-05-21T13:29:29.033Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-87-DN,2015-05-21T13:29:29.111Z,919706.0,12701.0,200000.0,919706.0,83000.0,812064.0,919706.0,107642.0,822520.0,7500.0,99800.0,612064.0,822520.0,107642.0,342.0,84485.0,1485.0,
