entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
52357217,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,153669.0,11000.0,Bjerringbro,2014-01-01,2014-12-31,130941.0,142368.0,-11000.0,2015-12-31,2015-01-01,301.0,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",11427.0,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,99800.0,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,31141.0,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,919706.0,12701.0,200000.0,919706.0,83000.0,812064.0,919706.0,107642.0,822520.0,7500.0,99800.0,612064.0,822520.0,107642.0,342.0,84485.0,1485.0,,
52357217,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,125148.0,7375.0,Bjerringbro,2014-01-01,2014-12-31,85428.0,116428.0,-7375.0,2015-12-31,2015-01-01,1345.0,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",31000.0,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,14038779.0,"REVISIONSFIRMAET HVASS A/S , GODKENDT REVISIONSSELSKAB"
52357217,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,101200.0,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,-15772.0,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,,,,,,,,,,,,,,,,,,,
52357217,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzE1L2YyLzdlYWQtNDYxNS1iYjczLTkzNWQwMDIwYWFhNw.xhtml,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzA3LzBlLzMzLzJjMTYtNGYyOC1hOGRlLWY3MTdhMWUwYTk0Nw.pdf,http://regnskaber.virk.dk/71275325/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzcyL2I0LzNjL2NhYzItNGQzMy1hNzUzLThjYTM3ZjgzZGRmMg.xml,true,Danmark,DK,Bjerringbro,8850.0,25.0,Storegade,Bjerringbro,8850.0,4.0,TjÃ¸rnekrattet,8850  Bjerringbro,Storegade 25,Til den daglige ledelse i TandlÃ¦ge JÃ¸rn Zacho ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-01,2016-06-01,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",52357217.0,1000669823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen H. Hvass,JÃ¸rn Zacho,JÃ¸rn Zacho,TANDLÃGE JÃRN ZACHO. ApS,Revisionsfirmaet HVASS A/S,,,Bjerringbro,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-06-01,Bjerringbro den,"Det erklÃ¦res, at betingelserne for fravalg af revision stadig er opfyldt.",,86682121.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22574205,indberetninger-20180424,2.5955513,52357217.0,,2018-03-28T19:58:39.587Z,2016-06-02T09:23:29.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-82-AK,2016-06-02T09:23:30.107Z,979532.0,7696.0,200000.0,979532.0,52000.0,796291.0,979532.0,183241.0,911986.0,7500.0,101200.0,596291.0,911986.0,183241.0,74541.0,59850.0,7850.0,,
