entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AmortisationOfGoodwillRelatedToInvestments,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherAdjustmentsRelatedToInvestments,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
31156130,2014-07-01,2015-06-30,c110,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,71843.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31156130,2014-07-01,2015-06-30,c90,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,71843.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,0.0,93876.0,10023.0,12010.0,0.0,71843.0,83853.0,0.0,,,,,,,,,,,,,,,,,,,,
31156130,2015-06-30,2015-06-30,c112,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,235840.0,0.0,125000.0,0.0,184398.0,235840.0,51442.0,235840.0,235840.0,235840.0,9099.0,0.0,59398.0,42343.0,51442.0,0.0,,,,
31156130,2015-07-01,2015-07-01,c234,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,,,,,,,,,,,,,897365.0,-182795.0,1316000.0,
31156130,2015-07-01,2015-07-01,c252,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,
31156130,2015-07-01,2015-07-01,c273,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,59398.0,,,,,,,,,,,,,,,
31156130,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,1185692.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,56195.0,1253737.0,11077.0,773.0,56195.0,1185692.0,1186465.0,0.0,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
31156130,2015-07-01,2016-06-30,c1,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31156130,2015-07-01,2016-06-30,c109,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,1185692.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31156130,2015-07-01,2016-06-30,c235,,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzI3LzkzLzg5L2YyYjgtNGFjMS04ODk0LTgxYmE2NTIyM2ZlNw.pdf,http://regnskaber.virk.dk/03165113/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2E4LzQxLzgyLzZmM2EtNDhiZC04N2ViLWUyN2RiOWUyZmQ2Mw.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,Aars,9600.0,74.0,Himmerlandsgade,5230 Odense M,Tyge Rothes Vej 44,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i LÃ¦geklinik for almen sundhed ApS,-897365.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-11-23,2007-12-14,2016-11-28,Statsautoriseret revisor,-1316000.0,-165000.0,20222670.0,31156130.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for LÃ¦geklinik for almen sundhed ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Walter Harder Ulrichsen,Walter Harder Ulrichsen,Sparekassen Himmerland A/S,LÃ¦geklinik for almen sundhed ApS,BDO Statsautoriseret revisionsaktieselskab,114292.0,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,233503.0,2016-11-23,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23205695,indberetninger-20180424,2.5118406,31156130.0,,2018-03-29T00:37:23.705Z,2016-11-28T15:06:47.763Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-69-EC,2016-11-28T15:06:47.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
