entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
25595807,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,500000.0,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,200082.0,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,10000.0,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,124553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,134553.0,-43968.0,33480.0,250237.0,33480.0,172789.0,-43968.0,38236.0,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,124553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25595807,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,10000.0,10000.0,,,,,,,,,,,,,,,,,
25595807,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,834635.0,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,,,1809840.0,2085.0,500000.0,1809840.0,1809840.0,975205.0,1807755.0,8421.0,10000.0,324635.0,933647.0,1807755.0,975205.0,0.0,27137.0,0.0,6000.0
25595807,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VmL2UxL2QxLzMyN2UtNGZlYy05MzA3LTExNjE4OTYxZTg2MQ.pdf,http://regnskaber.virk.dk/70859552/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhkLzBmLzBhL2IzMGEtNGIwNS1hYWYxLTMyMGQyMzAxNDk1MQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Silkeborg,8600.0,8.0,MÃ¸rkdalvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-15,2019-04-15,2019-05-08,statsautoriseret revisor,Egenkapital,500000.0,32285201.0,25595807.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for KZS af 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Karin SÃ¸rensen,Karin SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KZS af 2013 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-15,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27106688,indberetninger-20180424,2.5097342,25595807.0,AWqbrV_pRYGX6_YTHh_T,2019-05-09T08:20:08.764Z,2019-05-09T08:19:51.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-80-HN,2019-05-09T08:19:51.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
