entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
36404965,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-901.0,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,3389.0,Middelfart,2017-01-01,2017-12-31,-3346.0,-4290.0,-901.0,2018-12-31,2018-01-01,false,3000.0,3000.0,-944.0,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,,
36404965,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,-3346.0,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,,
36404965,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,30724.0,16679.0,50000.0,30724.0,9660.0,27724.0,3000.0,30724.0,1385.0,3000.0,-22276.0,11045.0,,
36404965,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-4370.0,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,1900.0,Middelfart,2017-01-01,2017-12-31,-4891.0,-6270.0,-4370.0,2018-12-31,2018-01-01,false,3000.0,3000.0,-1379.0,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,,
36404965,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,Mikael Kragh Hansen,DirektÃ¸r
36404965,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,Kristian BÃ¸gh,DirektÃ¸r
36404965,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,RenÃ© Walenty Vaaben Patrzalek,DirektÃ¸r
36404965,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,Oliver Carabia Velasco,DirektÃ¸r
36404965,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,-4891.0,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,,,,,,,,,,,,,,
36404965,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2JmLzZiLzg3LzE1MmItNDgyOS1hN2Y5LWRhMmYyMWMyMTBiYQ.xhtml,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2ZkL2Y4LzZmLzQ5M2EtNDUyMC05OTk4LWYzN2FkMzU0ZDU2OQ.pdf,http://regnskaber.virk.dk/56940463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzhiL2M1LzdjL2Y1ZmMtNGE1MC04NmFmLThiMTY0ZDBjODRmNw.xml,true,NÃ¸rre Aaby,5580.0,2.0,KlÃ¸vermarken,5220  Odense SÃ,Peter Willemoes Vej 97,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-26,2019-06-26,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36404965.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,3000.0,Jens Christian Rasmussen,MIOT ApS,Regnskabskontoret Center Syddanmark,,Middelfart,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,3000.0,3000.0,,false,Ingen bistand,urn:ofk:oid:27616866,indberetninger-20180424,2.5954002999999997,36404965.0,AWuVyxWsIXJRhhXBLeH_,2019-06-26T21:57:56.494Z,2019-06-26T21:57:21.963Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-30-NW,2019-06-26T21:57:22.375Z,22833.0,9315.0,50000.0,22833.0,11040.0,22833.0,0.0,22833.0,2478.0,0.0,-27167.0,13518.0,,
