entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DisposalsOfPropertyPlantAndEquipment,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard
28660677,2016-01-01,2016-01-01,c704,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,169136.0,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-01-01,c725,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,22948279.0,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-12-31,c120,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,6958709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,6958709.0,8020001.0,1031701.0,120753.0,759854.0,1413.0,639101.0,23556.0,8269705.0,9028146.0,1310996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-12-31,c726,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,6958709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-01-01,2016-12-31,c729,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,30076124.0,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,,74250421.0,169136.0,750421.0,42811.0,73500000.0,74250421.0,39232989.0,38430897.0,35530897.0,2900000.0,73500000.0,117856.0,16585.0,73500000.0,0.0,4941308.0,4941308.0,29906988.0,802092.0,163443.0,144003.0,750421.0,651925.0,10044.0,366746.0,39100.0,,,
28660677,2016-12-31,2016-12-31,c706,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,169136.0,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660677,2016-12-31,2016-12-31,c727,,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2NhL2IwLzdlL2VlZjAtNGQ1Zi05YTIwLTMxODhlYmZiZDQ2NA.pdf,http://regnskaber.virk.dk/77606682/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2RkLzBkLzA0LzAzZWQtNDJjOC05MDcwLWE3OGU5OTYyZWJhMA.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,"1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejerne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position as on 31 December 2017 and of the company's results of its activities in the financial year 1 January to 31 December 2017.",2018-05-10,2018-05-10,2006-07-01,2018-05-15,statsautoriseret revisor,Equity,1725.0,ck@ck.dk,29906988.0,15915641.0,28660677.0,15915641.0,mne10678,The executive board has today presented the annual report of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017.,"We have audited the annual accounts of Immeo Hamburg 2 ApS for the financial year 1 January to 31 December 2017, which comprise accounting policies used, profit and loss account, balance sheet and notes. The annual accounts are prepared in accordance with the Danish Financial Statements Act.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Iver Haugsted,Daniel Frey,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Immeo Hamburg 2 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab","In our opinion, the annual accounts give a true and fair view of the company's assets, liabilities and financial position at 31 December 2017 and of the results of the company's operations for the financial year 1 January to 31 December 2017 in accordance with the Danish Financial Statements Act.",KÃ¸benhavn K,2016-01-01,2016-12-31,The annual report is recommended for approval by the general meeting.,2017-12-31,2017-01-01,12801724.0,2018-05-10,KÃ¸benhavn,+45 33 30 15 15,RevisionspÃ¥tegning,urn:ofk:oid:25464116,indberetninger-20180424,2.5097535,28660677.0,AWNkKlWCx8uVRSOdghrH,2018-05-15T14:18:07.551Z,2018-05-15T14:18:04.705Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-54-CR,2018-05-15T14:18:05.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
