entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
32138454,2015-07-01,2016-06-30,c175,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,158549.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",293326.0,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,413004.0,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,413004.0,4692.0,Herning,2015-07-01,2016-06-30,2159199.0,2611074.0,3019386.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,451875.0,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32138454,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32138454,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,159199.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32138454,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,50444839.0,2851268.0,125000.0,5733679.0,47583123.0,50444839.0,42621099.0,186664.0,47583123.0,186664.0,307628.0,10448.0,47583123.0,2000000.0,2090061.0,2090061.0,3608679.0,212599.0,42434435.0,41620882.0,10448.0,293326.0,,,,
32138454,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
32138454,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,3608679.0,,,,,,,,,,,,,,,,,,,,,,
32138454,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,
32138454,2016-07-01,2016-07-01,c444,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,47583123.0,,,
32138454,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,281837.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",154264.0,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,412806.0,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,412806.0,7693.0,Herning,2015-07-01,2016-06-30,1543760.0,1979861.0,2384974.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,436101.0,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
32138454,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2IzLzMxL2IxL2RkZWItNGZmYi05YzRmLTk0NzA3ZTVmZDE2Mg.pdf,http://regnskaber.virk.dk/45483123/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2IyLzZjLzhlLzIwZmMtNDBlYi1iYjNhLThlNjQzMDJhM2JkNQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,c/o Eva Diderichsen,DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i Ejendommen Bredgade 35 Herning ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-14,2009-04-21,2017-10-14,Statsautoriseret revisor,-2000000.0,20222670.0,32138454.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Ejendommen Bredgade 35 Herning ApS.,Ãrsrapport,,193264.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Claus Nielsen,Eva Diderichsen,Handelsbanken,Ejendommen Bredgade 35 Herning ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-07-01,2016-06-30,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-06-30,2016-07-01,true,2017-10-14,Herning,,urn:ofk:oid:24603995,indberetninger-20180424,2.5116906,32138454.0,,2018-03-27T12:51:57.289Z,2017-10-17T09:18:43.798Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-72-RA,2017-10-17T09:18:43.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,
