entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32355757,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,12988.0,registreret revisor,ma@spring-estate.dk,3100727.0,3872969.0,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,728642.0,114835.0,Horsens,2016-01-01,2016-12-31,4950121.0,6346901.0,3859981.0,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,1396780.0,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32355757,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,4950121.0,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32355757,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,101942045.0,1065189.0,80000.0,7127781.0,31646686.0,14264.0,94800000.0,101942045.0,57120832.0,53895933.0,53895933.0,94814264.0,1430136.0,10196.0,94814264.0,13174527.0,13174527.0,31566686.0,3224899.0,817017.0,977746.0,6062592.0,5999801.0,52595.0,,
32355757,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,31566686.0,,,,,,,,,,,,,,,,,,,,,
32355757,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,31646686.0,,,,,,,,,,,,,,,,,,,,,
32355757,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,
32355757,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,10069.0,registreret revisor,ma@spring-estate.dk,2010361.0,3635092.0,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,1014963.0,201538.0,Horsens,2016-01-01,2016-12-31,3760602.0,4821959.0,3625023.0,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,1061357.0,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32355757,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,36115432.0,Revisionsfirmaet Iversen & Hald
32355757,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,3760602.0,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32355757,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2M0L2MxL2VlLzgzNDktNGFkYi1hYzBhLTQ2M2I0NWFjYjBiMw.xhtml,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQ1L2U3LzhmL2JkZDUtNDI5Zi05MDdlLWJkNzBkNWY3YzYzNQ.pdf,http://regnskaber.virk.dk/75755323/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2M0L2ZjL2RlLzM2Y2UtNDUzNC1hYjdhLWZmMTcyMzZhNWZlNQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Horsens,8700.0,"1, 1 th",Borgergade,7500 Holstebro,"Brotorvet, 6",Til den daglige ledelse i Spring Estate Kattekild ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-08,2018-04-09,,registreret revisor,ma@spring-estate.dk,,,32355757.0,mne357,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Morten AskÃ¦r,Morten AskÃ¦r,SPRING ESTATE KATTEKILD ApS,Revisionsfirmaet Iversen & Hald,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-08,Holstebro,,44209889.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25300703,indberetninger-20180424,2.595549,32355757.0,AWK93Tg2x8uVRSOdfqbu,2018-04-13T07:17:38.917Z,2018-04-13T07:16:52.338Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-16-FC,2018-04-13T07:16:52.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,
