entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35249443,2017-10-01,2018-09-30,ID_14,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35249443,2017-10-01,2018-09-30,ID_16,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,37399.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35249443,2017-10-01,2018-09-30,ID_7,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35249443,2017-10-01,2018-09-30,ID_8,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,37399.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,9300.0,1035057.0,1085228.0,2196.0,50774.0,40871.0,,,,,,,,,,,,,,,,,,,,,,,
35249443,2018-09-30,2018-09-30,ID_5,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,1134100.0,17991.0,80000.0,1044517.0,1236.0,29475.0,319188.0,60108.0,1134100.0,814912.0,29475.0,89583.0,178261.0,60108.0,0.0,239188.0,814912.0,25975.0,1026526.0,9920.0,534586.0,963822.0,
35249443,2018-10-01,2018-10-01,ID_10,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,-239188.0,,,,,,,,,,,,,,,,
35249443,2018-10-01,2018-10-01,ID_11,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
35249443,2018-10-01,2018-10-01,ID_9,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,-80000.0,,,,,,,,,,,,,,,,
35249443,2018-10-01,2019-09-30,ID_0,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,4721.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,17494.0,857531.0,885505.0,2185.0,8904.0,10480.0,,,,,,,,,,,,,,,,,,,,,,,
35249443,2018-10-01,2019-09-30,ID_1,,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzA2LzVkLzViLzQ5NzQtNGE2ZS1hODE0LWE2ZDM3MzBiZGVlOQ.pdf,http://regnskaber.virk.dk/34494253/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzZmLzY0L2RhL2QxNDItNDk5NC04MDQ5LWJiZDA1YmRjNzIwMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til den daglige ledelse i Salvita ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-29,2019-10-29,2013-05-27,2019-11-01,39463113.0,35249443.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Salvita ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Tue Terslin Barfod-KjÃ¦r,KRESTON CM,Salvita ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",DyssegÃ¥rd,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-09-30,2018-10-01,false,2019-10-29,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27984974,indberetninger-20180424,2.5124277999999998,35249443.0,AW46vccjIXJRhhXBPNsm,2019-11-05T08:46:02.906Z,2019-11-05T08:45:45.412Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DG-91-ZL,2019-11-05T08:45:45.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
