entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,DescriptionOfAuditor,NameAndSurnameOfAuditor
33773900,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-15400.0,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,-5471.0,Vejle,48298.0,63698.0,69169.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,-15400.0,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,,
33773900,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,48298.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,,
33773900,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,357116.0,80000.0,357116.0,106881.0,197050.0,357116.0,250235.0,197050.0,49490.0,26881.0,52137.0,250235.0,124652.0,160066.0,15400.0,8556.0,160066.0,,,
33773900,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,80000.0,,,,,,,,,,,,,,,,
33773900,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,26881.0,,,,,,,,,,,,,,,,
33773900,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-6370.0,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,-7099.0,Vejle,19701.0,26071.0,33170.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,-6370.0,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
33773900,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,19701.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,,
33773900,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,,
33773900,2014-01-01,2014-12-31,c29,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,19701.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,,
33773900,2014-01-01,2014-12-31,c299,,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzFhLzZmLzYzL2EyMjYtNDE1Zi05NjMwLWEzNmE2MmYyMWQ4Yg.pdf,http://regnskaber.virk.dk/00937733/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzAzL2M1LzVjL2EzOGYtNDI5ZC05NjViLWRhNWIyMmM3NjFiNg.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,5210  Odense NV,Stellavej 19,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Wine-Direct.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-06-02,2011-06-21,2015-06-12,33773900.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Wine-Direct.dk ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Wine-Direct.dk ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Henrik HindkjÃ¦r,Claus Henrik HindkjÃ¦r,Wine-Direct.dk ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2014-12-31,2014-01-01,2015-06-02,Vejle,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:5517844,indberetninger-20180424,2.5124328,33773900,,2018-03-30T19:12:13.779Z,2015-06-12T13:29:04.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-65-DQ,2015-06-12T13:29:04.837Z,,,,,,,,,,,,,,,,,,,Statsautoriseret revisor,JÃ¸rgen Egstrand Andersen
