entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfAccountingPolicies,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
32553222,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,0.0,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,0.0,0.0,-484313.0,32553222.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,0.0,0.0,2015-01-01,2015-12-31,-484313.0,-484313.0,-484313.0,2016-12-31,2016-01-01,-484313.0,false,false,0.0,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,-484313.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,0.0,0.0,0.0,125000.0,0.0,-359313.0,0.0,0.0,0.0,0.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-484313.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32553222,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,0.0,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,0.0,0.0,0.0,32553222.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,0.0,0.0,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,false,false,0.0,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32553222,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzFlL2RjLzMzZWEtNDc4YS1hM2E5LTI1OGYxODJhMjk2MA.xhtml,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2M3LzU0L2ZlL2NmNTAtNDY3Ny1hMjNmLTY5NGJmYzVjNWRlMQ.pdf,http://regnskaber.virk.dk/22235523/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2JmL2MyL2JiL2M2MWMtNGUwOC1hOGJiLWMzZTJiZTg5MzUwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,2-6,Skt. Clemens Torv,ÃbyhÃ¸j,8230.0,120.0,Ãbyvej,8230 ÃbyhÃ¸j,Ãbyvej 120,Regnskabsklasse B,2017-05-31,,"<h3 xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</h3>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der var ingen aktivitet i firmaet i 2016, men nÃ¥r der er aktivitet er det enten IT systemudvikling eller IT konsulentbistand</p>",posidrive@live.dk,,,,32553222.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Rahbek,Nordea A/S,SECUIS ApS,Jens Rahbek,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,31122772.0,false,true,Ingen bistand,urn:ofk:oid:24022642,indberetninger-20180424,2.5955529999999998,32553222.0,,2018-03-28T15:58:24.289Z,2017-05-31T18:53:38.940Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-60-GS,2017-05-31T18:53:39.132Z,0.0,0.0,0.0,125000.0,0.0,-359313.0,0.0,0.0,0.0,0.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-484313.0,0.0,0.0,359313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
