entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,TypeOfAuditorAssistance
15015977,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,-68994.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",1116808.0,2019-06-25,1991-04-15,2019-06-26,705547.0,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,3053793.0,8386881.0,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,180881.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,54061.0,6209.0,181184.0,6209.0,303.0,Viborg,43887.0,2017-01-01,2017-12-31,3754702.0,4802516.0,4627541.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,39511.0,1047814.0,2916334.0,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,-245298.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2017-01-01,2017-12-31,c218,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,4000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,8086303.0,3419269.0,385000.0,186022.0,4464371.0,1630236.0,226144.0,8086303.0,3525432.0,226144.0,1630236.0,29694.0,77298.0,1630236.0,4000000.0,96500.0,96500.0,79371.0,0.0,29694.0,3525432.0,2937.0,62712.0,2780960.0,1888885.0,1116808.0,1435268.0,628755.0,,,
15015977,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,79371.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2018-01-01,2018-01-01,c254,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15015977,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8559096.0,10189332.0,
15015977,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,-42500.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",1093950.0,2019-06-25,1991-04-15,2019-06-26,499834.0,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,3296253.0,8587647.0,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,53008.0,11721.0,0.0,11721.0,0.0,Viborg,47335.0,2017-01-01,2017-12-31,3728389.0,4779839.0,4791560.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,45681.0,1051450.0,3150229.0,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RevisionspÃ¥tegning
15015977,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2JhL2VlL2VhLzY4MmQtNGI4Yi1iMWU2LWY1NWEyM2QzN2M5ZA.pdf,http://regnskaber.virk.dk/77951051/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzAyLzkyLzFhLzFhOTEtNDI4ZC1iNjllLTgyMjIwMzE4ZjA2YQ.xml,true,8800 Viborg,Tingvej 4,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Fotorama Biograferne ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-25,1991-04-15,2019-06-26,,489652.0,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.,-4000000.0,,,20222670.0,15015977.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Fotorama Biograferne ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Nicolai Demring,Casper Bonavent Brix Pedersen,BDO Statsautoriseret revisionsaktieselskab,Fotorama Biograferne ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Viborg,,2017-01-01,2017-12-31,3728389.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-12-31,2018-01-01,true,2019-06-25,Viborg,,,,urn:ofk:oid:27617367,indberetninger-20180424,2.5118406,15015977.0,AWuXixgiIXJRhhXBLeg-,2019-06-27T06:07:24.655Z,2019-06-27T06:06:43.013Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-35-AT,2019-06-27T06:06:43.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
