entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
36501855,2016-10-01,2016-10-01,c704,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,51000.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
36501855,2016-10-01,2016-10-01,c725,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,-21594.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
36501855,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,-5876.0,,,,,,,,,,,,,,,,
36501855,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,-5876.0,-4968.0,908.0,908.0,-5876.0,-4968.0,,,,,,,,,,,
36501855,2016-10-01,2017-09-30,c726,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,-5876.0,,,,,,,,,,,,,,,,
36501855,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,23530.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,27530.0,27530.0,51000.0,27530.0,27530.0,4000.0,-27470.0,4000.0,4000.0,,
36501855,2017-09-30,2017-09-30,c706,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,51000.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
36501855,2017-09-30,2017-09-30,c727,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,-27470.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
36501855,2017-10-01,2017-10-01,c177,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,51000.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
36501855,2017-10-01,2017-10-01,c195,,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzY5L2YyL2E0LzIwYmQtNGExZS05Yjc3LWVkMDdmMTE3NjkzYQ.pdf,http://regnskaber.virk.dk/55810563/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2ZkLzhiLzZjLzk5NDMtNGUyZC1hYzllLTBmMGM2MDU3NzFjYQ.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,63.0,RÃ¸rthvej,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-12-07,2018-12-07,2018-12-07,statsautoriseret revisor,-27470.0,32285201.0,36501855.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KilsÃ¸ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Steen Kilstrup SÃ¸rensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KilsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2018-12-07,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26492921,indberetninger-20180424,2.5124211,36501855.0,AWfL2kRAet7j816DxgdI,2018-12-20T13:42:32.549Z,2018-12-20T13:42:16.878Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-80-GA,2018-12-20T13:42:17.318Z,,,,,,,,,,,,,,,,,
