entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
33881576,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,1705263.0,1371649.0,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,3354.0,Haderslev,2016-01-01,2016-12-31,-470368.0,-336968.0,-333614.0,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",133400.0,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
33881576,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,-470368.0,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
33881576,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,577778.0,218603.0,80000.0,577778.0,107064.0,577778.0,470714.0,343771.0,20000.0,27064.0,470714.0,359175.0,126943.0,339175.0
33881576,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,80000.0,,,,,,,,,
33881576,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,27064.0,,,,,,,,,
33881576,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,107064.0,,,,,,,,,
33881576,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,3797683.0,4120614.0,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,6752.0,Haderslev,2016-01-01,2016-12-31,281189.0,316179.0,322931.0,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",34990.0,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
33881576,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
33881576,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
33881576,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzVhL2VkL2Q4LzM1MjMtNGM5Ni04OGFhLWEwZDZmMjg2YmUwMw.xhtml,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzE4L2U0L2RmLzUzM2UtNGMzZC04YWU0LTM0ZTFjMTMwOTQ0ZQ.pdf,http://regnskaber.virk.dk/67518833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2I5LzVhLzg1L2NiZjAtNDRiYS1iYTJjLTM4NTJhMjZhZmE1Mg.xml,true,Haderslev,6100.0,15.0,NÃ¸rregade,Haderslev,6100.0,6.0,Bygnaf,6100 Haderslev,Bygnaf 6,Regnskabsklasse B,2018-06-15,2018-06-15,,,33881576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud Peter BÃ¸ll,Knud Peter BÃ¸ll,Kreditbanken,OPTIBYG ApS,Karen Darling,,Haderslev,2016-01-01,2016-12-31,281189.0,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder stadig betingelserne for fravalg af revision for kommende Ã¥r, og har derfor fravalgt revision.",,74523737.0,false,false,Ingen bistand,urn:ofk:oid:25851076,indberetninger-20180424,2.595549,33881576.0,AWQSTtvY0wkEsASkt18K,2018-06-18T09:52:03.097Z,2018-06-18T09:51:54.067Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-21-FM,2018-06-18T09:51:54.356Z,,,,,,,,,,,,,,
