entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,NameAndSurnameOfMemberOfExecutiveBoard
55218528,2013-10-01,2014-09-30,ID_11,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",244950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_13,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",244950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_9,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",-244950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,93666.0,921632.0,888656.0,143021.0,24713.0,-244950.0,-126642.0,
55218528,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_10,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",172563.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_12,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",172563.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_14,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_15,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
55218528,2014-10-01,2015-09-30,ID_16,,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2Q2LzgyL2E4LzZiOTQtNDc3Ni1hNDYwLTEzNTY3OGJmOWNjNQ.pdf,http://regnskaber.virk.dk/82581255/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzE5Lzg1L2ZlLzZjZDItNGE0Zi05MzcyLTc5MGNlZTg5NGU3OQ.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-09,1976-03-06,2015-11-09,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus MÃ¸ller,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 9. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-09,Maribo,54 78 09 66,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21617587,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T13:15:22.513Z,2015-11-13T09:29:42.386Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-72-UF,2015-11-13T09:29:42.521Z,,,,,,,,
