entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,NameAndSurnameOfMemberOfExecutiveBoard
55218528,2012-10-01,2013-09-30,ID_11,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",645681.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2012-10-01,2013-09-30,ID_13,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",645681.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2012-10-01,2013-09-30,ID_9,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",-645681.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,102373.0,1279402.0,875619.0,159079.0,19554.0,-645681.0,-506156.0,
55218528,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",244950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_12,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",244950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_14,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_15,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
55218528,2013-10-01,2014-09-30,ID_16,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8vcGRmcy81NTIxODUyODtBcFMyMTUzNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/82581255/Y3ZyLmRrOi8veGJybHMvWC1GRTc1MDRFMC0yMDE1MDMwNV8xMDQxNTNfMDUx.xml,4830.0,C. E. Christiansens Vej 56,Til kapitalejerne i Studio 27 Maribo ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-27,1976-03-06,2015-02-27,maribo@studio27.dk,0.0,54 78 06 03,55218528.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Studio 27 Maribo ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Kristensen,Danske Bank,Studio 27 Maribo ApS,"aage maagensen, statsautoriseret revisionsaktieselskab","Maribo, den 27. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-09-30,2013-10-01,2015-02-27,Maribo,54 78 09 66,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12029708,indberetninger-20180424,2.5118406,55218528.0,,2018-03-30T15:10:25.772Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.518,2015-03-05T23:00:00.000Z,,,,,,,,
