entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DistributedDividendsFromGroupEnterprises,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor
31258391,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,4000.0,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",276000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,2000.0,12000.0,Bramming,2016-10-01,2017-09-30,282000.0,282000.0,272000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,0.0,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31258391,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,103000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31258391,2016-10-01,2017-09-30,c185,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,277000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31258391,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,-98000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31258391,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,1466000.0,10000.0,125000.0,1462000.0,1466000.0,4000.0,1240000.0,1240000.0,1240000.0,214000.0,103000.0,929000.0,305000.0,214000.0,4000.0,2000.0,2000.0,,,,,,,,,
31258391,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
31258391,2017-10-01,2017-10-01,c235,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,928169.0,,,,,,,,,,,,,,,,,,,,,,
31258391,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,304745.0,,,,,,,,,,,,,,,,,,,,,,
31258391,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,
31258391,2017-10-01,2017-10-01,c567,,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVhL2UxL2Y0L2JjMzItNGUwMC04MjM2LTQ2OWNlOTJiY2EwMw.pdf,http://regnskaber.virk.dk/19385213/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2QzL2QyLzhhL2NmZDEtNGY2ZS04MjI5LWIzM2I4YjhhNWU5Yw.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Esbjerg,6700.0,65.0,Torvegade,6740 Bramming,Gl Skolevej 20,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til kapitalejeren i Claus Nielsen, Bramming Holding ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-11,2008-02-01,2019-03-12,-200000.0,-103400.0,,31258391.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Claus Nielsen, Bramming Holding ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Nielsen,Claus Nielsen,Andelskassen Sydvestjylland A/S,"Claus Nielsen, Bramming Holding ApS",BDO Statsautoriseret revisionsaktieselskab,,,Bramming,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Bramming,2018-09-30,2017-10-01,170960.0,true,2019-03-11,Esbjerg,,urn:ofk:oid:26824110,indberetninger-20180424,2.5124266,31258391.0,AWl7Gdx3RYGX6_YTF3L9,2019-03-14T07:28:21.327Z,2019-03-14T07:28:05.810Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-25-YU,2019-03-14T07:28:05.947Z,,,,,,,,,,,,,,,,,,928169.0,310659.0,,,,,,,
