entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32306985,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,11302.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,0.0,44465.0,Vamdrup,2014-01-01,2014-12-31,-30079.0,-33163.0,-44465.0,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,-3084.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,,,,,,,,,,,,,,,,
32306985,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,1179942.0,213035.0,250000.0,216119.0,1174942.0,1179942.0,5000.0,963823.0,963823.0,963823.0,5000.0,0.0,0.0,924942.0,5000.0,3084.0,3084.0,,,
32306985,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,0.0,,,,,,,,,,,,,,,
32306985,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,924942.0,,,,,,,,,,,,,,,
32306985,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,0.0,,,,,,,,,,,,,,,
32306985,2015-01-01,2015-01-01,c13,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,1174942.0,,,,,,,,,,,,,,,
32306985,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,250000.0,,,,,,,,,,,,,,,
32306985,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,188792.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,73.0,8625.0,Vamdrup,2014-01-01,2014-12-31,182267.0,180240.0,-8625.0,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,-2027.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,,,,,,,,,,,,,,0.0,,
32306985,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,,,,,,,,,,,,,,,14119507.0,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab
32306985,2015-01-01,2015-12-31,c14,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ViLzViL2NkL2FhOWMtNDI2MS1iZTNlLTY4YTQyYjU4NDczNQ.xhtml,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzJhL2EwL2MyLzBkNjktNDVjZS05ZDIwLWMwYjUyNDFjNzE3ZA.pdf,http://regnskaber.virk.dk/58960323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzIzL2JmLzljL2Y5YWMtNDA5Zi1iMjY3LTZmMmVjMGUxMWJkNg.xml,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Esbjerg,6700.0,21.0,Torvet,Vamdrup,6580.0,54.0,HÃ¸jvang Nord,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-09,2016-04-08,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",32306985.0,1000683332.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,AndrÃ© Lund Kretschmann,AndrÃ© Lund Kretschmann,Jyske Bank,ARMAR 2014 ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,,Vamdrup,2014-01-01,2014-12-31,389000.0,,,2015-12-31,2015-01-01,2016-03-09,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22201379,indberetninger-20180424,2.5949402000000004,32306985.0,,2018-03-28T17:21:43.342Z,2016-04-11T09:41:02.780Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-39-JV,2016-04-11T09:41:03.010Z,,,,,,,,,,,,,,,,,,0.0,,
