entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfExternalExpenses,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,ShorttermTradePayables
20135336,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",7649.0,87125.0,20135336.0,94774.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,3396.0,1617142.0,Roskilde,2017-01-01,2017-12-31,1467493.0,1700871.0,87125.0,2018-12-31,2018-01-01,false,233378.0,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,105800.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,-2553.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,1364246.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,9280036.0,177462.0,125000.0,8752068.0,9271926.0,9280036.0,8110.0,527968.0,377968.0,527968.0,150000.0,8473480.0,110.0,674.0,105800.0,83572.0,8957554.0,8473480.0,8110.0,101126.0,94720.0,5732.0,8000.0
20135336,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",7847.0,134607.0,20135336.0,142454.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,671346.0,585785.0,Roskilde,2017-01-01,2017-12-31,49277.0,49046.0,134607.0,2018-12-31,2018-01-01,false,-231.0,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,108000.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,-10372.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
20135336,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzk2LzkzL2VjLzk3NDAtNGY3NC04ODcxLTQ5NDdlZjM4YWYyMQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2I2LzFlLzczLzYzNjUtNDkzZS1hMTk5LWRiYTMzOTJmNzdmNA.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzUwLzU5L2Q1Lzk5MzEtNDdkYy05MDFkLWI3ZjkyODFiOTRlYg.xml,true,Roskilde,4000.0,9.0,Svanevej,1612 KÃ¸benhavn V,"Ved Vesterport 6, 3.","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-29,2019-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",,,20135336.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kjeld Christiansen,Kjeld Juul Christiansen,KJELD CHRISTIANSEN ApS,Kirsten Engholm,,,Roskilde,2017-01-01,2017-12-31,-48351.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27288689,indberetninger-20180424,2.5927862999999998,20135336.0,AWsDCkbRRYGX6_YTIKcF,2019-05-29T10:02:46.433Z,2019-05-29T10:02:12.894Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-40-YR,2019-05-29T10:02:13.149Z,,,,,,,,,,,,,,,,,,,,,,,
